Delf M,Delf F,Helf M,Helf F,Welf M,Welf F,Orc M,Orc F,Khj M,Khj F,Arg M,Arg F,Imp M,Imp F,Nrd M,Nrd F,Brt M,Brt F,Rdg M,Rdg F,InfoId,SpeakerId,SpeakerName,Race,Gender,Faction,Rank,Type,PCRank,GenRank,GenCell,GenClass,GenFaction,Dialogue
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_23962206092534519447,,,,,,,Persuasion,,Argonian,,,Temple,"I am sorry, %PCName. My special services are a privilege of higher rank."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_185312899924288214,,,,,,,Persuasion,,Argonian,,,Thieves Guild,Forgive me. I can only serve members of the %Faction.
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_2015120251306793451,,,,,,,Persuasion,,Argonian,,,Thieves Guild,"I am sorry, %PCName. My special services are a privilege of higher rank."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_32675258632609228156,,,,,,,Topic,,Argonian,Balmora,,,I am sure he is not the murderer.
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_635327493102045032,,,,,,,Topic,,Argonian,Balmora,,,I have heard only false rumors. Nine-Toes cannot be the murderer.
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_261013111687204578,,,,,,,Topic,,Argonian,Caldera,Slave,,I just work here.
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_2027631265508210808,,,,,,,Topic,,Argonian,Caldera,Slave,,She moved here not too long ago. I don't know anything else about her.
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_277352636720417650,,,,,,,Topic,,Argonian,Caldera,,,Tell it to the boss.
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_1075292581314830,,,,,,,Topic,,Argonian,Caldera,,,"The Caldera ebony mines are southwest of the village of Caldera. There's an office, a bunkhouse, and guard tower over near the mine entrance. They work the mines by slave labor. That would never be allowed back West, but here, in Morrowind, slavery is still legal. I think it is a disgrace. But who cares what I think?"
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_2444422841336224891,,,,,,,Topic,,Argonian,,,,I know no anonymous writers. I know this broadsheet thing -- this 'The Common Tongue'. Ask some other.
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,id_2411319669142210910,,,,,,,Topic,,Argonian,,,,"We are the People of the Root, called 'Argonians' by the warmbloods. We go where we will, wet or dry, and the currents of blood magic run swift in our veins. In our native land, we hunt to live, masters of the marshes. Hunted and enslaved by softskinned enemies, we snare and slay them by stealth, spell, and steel."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_15059313431298411569,,,,,,,Persuasion,,Breton,,,Fighters Guild,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_719913571321211919,,,,,,,Persuasion,,Breton,,,Fighters Guild,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_675921492207947350,,,,,,,Persuasion,,Breton,,,Hlaalu,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_2673321210836620346,,,,,,,Persuasion,,Breton,,,Hlaalu,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_2947184772668428016,,,,,,,Persuasion,,Breton,,,Imperial Cult,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_97199660311192073,,,,,,,Persuasion,,Breton,,,Imperial Cult,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_7436141551606726634,,,,,,,Persuasion,,Breton,,,Imperial Legion,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_2578991402563420486,,,,,,,Persuasion,,Breton,,,Imperial Legion,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_284989518267884542,,,,,,,Persuasion,,Breton,,,Mages Guild,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_6310254312918326792,,,,,,,Persuasion,,Breton,,,Mages Guild,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_12957241603014511444,,,,,,,Persuasion,,Breton,,,Morag Tong,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_27104661529628909,,,,,,,Persuasion,,Breton,,,Morag Tong,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_1137912464871316201,,,,,,,Persuasion,,Breton,,,Redoran,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_4963125811874918500,,,,,,,Persuasion,,Breton,,,Redoran,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_85061515238413292,,,,,,,Persuasion,,Breton,,,Telvanni,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_27428100624252850,,,,,,,Persuasion,,Breton,,,Telvanni,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_12511270811418224023,,,,,,,Persuasion,,Breton,,,Temple,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_9889118801876117325,,,,,,,Persuasion,,Breton,,,Temple,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_2227420490151091872,,,,,,,Persuasion,,Breton,,,Thieves Guild,"Pity. You're not a member of the %faction, are you? Then I can't offer you services."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_177027227182012149,,,,,,,Persuasion,,Breton,,,Thieves Guild,"Rank has privilege, %PCName. And the really GOOD services, like mine, are reserved for higher ranks."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_3009818541399925895,,,,,,,Topic,,Breton,Balmora,,,"Yes, it's just terrible."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_14367256971364129203,,,,,,,Greeting,,Breton,"Vivec, Telvanni Tower",,,"You're from the Morag Tong, aren't you? Mavon Drenim is upstairs, but she's been expecting you. Don't tell her I warned you."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_2335107092904616206,,,,,,,Topic,,Breton,,,,"This anonymous writer you are looking for, does he have a name? Ho-ho. I am joking, of course. No, I am sorry. I cannot help you."
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,id_143123651622324752,,,,,,,Topic,,Breton,,,,"We Bretons are natural magicians, and born with a high resistance to destructive and dominating spells. Many great sorcerers have come from our home province of High Rock."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2207919334526321820,,,,,,,Topic,,Dark Elf,,,Ashlanders,We don't like outlanders. Morrowind belongs to the Dunmer. We only want to be left alone to live as our forefathers lived.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_18337161083056127469,,,,,,,Topic,,Dark Elf,,,Camonna Tong,He's the brother of Duke Vedam Dren. An important businessman. Brave and loyal to his people and our rightful homeland.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2478723679282204596,,,,,,,Persuasion,,Dark Elf,,,Fighters Guild,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_254052648124331884,,,,,,,Persuasion,,Dark Elf,,,Fighters Guild,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_145603752159487505,,,,,,,Topic,,Dark Elf,Balmora,,Hlaalu,"House Hlaalu has always been loyal to the Emperor. We welcome Imperial law and the legions, and the trade they bring. We still respect the old Dunmer ways, the ancestors, the Temple, and the noble houses. But times change, and we change with the times. We can live in harmony with the other races. And share in the prosperity of the Empire."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_3107626595270308829,,,,,,,Topic,,Dark Elf,Balmora,,Hlaalu,"If you wish to join my House, speak with Nileno Dorvayn at the Hlaalu Council Manor."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_17297190861878130407,,,,,,,Persuasion,,Dark Elf,,,Hlaalu,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_20376130592873026600,,,,,,,Topic,,Dark Elf,,,Hlaalu,"If you wish to learn more of my House, go to Balmora."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_184722846711832269,,,,,,,Topic,,Dark Elf,,,Hlaalu,"It's the law of Morrowind. Slavery is legal. The Empire doesn't like it, but the Emperor signed the Armistice, and that made it legal for the Dunmer to retain their ancient laws and customs. Now, there's some Abolitionists who say, 'To hell with the law... slavery is wrong.' I'm not saying I disagree, in theory. But it's the law."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_20591492253014677,,,,,,,Persuasion,,Dark Elf,,,Hlaalu,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2740067301744022142,,,,,,,Persuasion,,Dark Elf,,,Imperial Cult,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_30896317432343112539,,,,,,,Persuasion,,Dark Elf,,,Imperial Cult,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_32233219981473917148,,,,,,,Persuasion,,Dark Elf,,,Imperial Legion,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_158542557996917045,,,,,,,Persuasion,,Dark Elf,,,Imperial Legion,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_167913282102497470,,,,,,,Persuasion,,Dark Elf,,,Mages Guild,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_26289176122062812941,,,,,,,Persuasion,,Dark Elf,,,Mages Guild,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_68081962797431540,,,,,,,Persuasion,,Dark Elf,,,Morag Tong,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_209281375883337301,,,,,,,Persuasion,,Dark Elf,,,Morag Tong,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_838312994249383551,,,,,,,Topic,,Dark Elf,Ald-ruhn,,Redoran,"The other day a Redoran in Vivec refused a duel. With cowards even in House Redoran, who will protect us next time the Nords invade?"
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_97146518222423520,,,,,,,Persuasion,,Dark Elf,,,Redoran,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2975430419256727818,,,,,,,Persuasion,,Dark Elf,,,Redoran,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_57194689113888439,,,,,,,Topic,,Dark Elf,Sadrith Mora,,Telvanni,"I heard that Mistress Dratha was looking for this ring, but I do not know where you might find one."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_30281135792278027762,,,,,,,Persuasion,,Dark Elf,,,Telvanni,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_3255311681860417367,,,,,,,Topic,,Dark Elf,,,Telvanni,We don't like outlanders. Morrowind belongs to the Dunmer. We only want to be left alone to live as our forefathers lived.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_670103361442317666,,,,,,,Persuasion,,Dark Elf,,,Telvanni,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_8194311313136111722,,,,,,,Persuasion,,Dark Elf,,,Temple,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_11749491672627904,,,,,,,Persuasion,,Dark Elf,,,Temple,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_20780311431391931121,,,,,,,Persuasion,,Dark Elf,,,Thieves Guild,"Faction members only, %PCRace."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2679126657160852314,,,,,,,Persuasion,,Dark Elf,,,Thieves Guild,"What's your rank, %PCName? No. Sorry. Later, perhaps, when you're higher rank. But not now."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2443724778234377811,,,,,,,Topic,,Dark Elf,Ald-ruhn,,,"Have you asked Aryni Orethi? Many have, but she has refused them all."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_14209220633232012956,,,,,,,Topic,,Dark Elf,Ald-ruhn,,,He likes his pots. That's all I can say.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2942622304569615876,,,,,,,Topic,,Dark Elf,Ald-ruhn,,,"He likes his pots. That's all I can say. His place is on the west side of town, across from the Ald Skar Inn. The one with the cart out front."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_3227161422484318395,,,,,,,Topic,,Dark Elf,Ald-ruhn,,,I gave at the Temple.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_403987882384511062,,,,,,,Topic,,Dark Elf,Ald-ruhn,,,"Skar is the shell of the Emperor crab, outlander. The homes and shops of the Manor District inside are 'under Skar.'"
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_20348240961637681,,,,,,,Topic,,Dark Elf,Ald-ruhn,,,The Redoran Council Hall is here in Ald'ruhn under Skar. Go there if you want to know more about House Redoran.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_21485112361681511775,,,,,,,Topic,,Dark Elf,Ald-ruhn,,,Try asking Fathusa Girethi at the Ald Skar Inn.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_995322232068319228,,,,,,,Topic,,Dark Elf,"Ald-ruhn, The Rat In The Pot",,,"Keep it quiet, but he's a smuggler. Works with his sister, Dovrosi Varyon on the coast."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_18674239372517031452,,,,,,,Topic,,Dark Elf,Balmora,,,"An outlander is anyone born and raised outside of Morrrowind. Most Dunmer think anyone who isn't a native-born Dunmer is an outlander. Dunmer with Western words and ways are also immediately identified as outlanders -- we're very sensitive to accents, clothes, and manners in Morrowind. Outlanders are foreigners, and Morrowind doesn't like foreigners. It's not bad here in Hlaalu territory, but on the rest of Vvardenfell, folk are very cool to outlanders. Be patient, and pleasant, you'll do all right."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_19741181441863931985,,,,,,,Topic,,Dark Elf,Balmora,,,"He said something that got the Redorans upset, that's for sure. Then he challenged one of their best warriors to a duel and lost. The Nerano family was always hotheaded."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_17562211124617985,,,,,,,Topic,,Dark Elf,Balmora,,,His house is in the middle row east of the river Odai.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_63442499816874408,,,,,,,Topic,,Dark Elf,Balmora,,,"Hlaalo Manor is on the northwest side of town. Just head southwest from the Temple, go up the first steps you see, then look to your left. Though I don't know why you'd want to go there after what's happened."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2686723115277182782,,,,,,,Topic,,Dark Elf,Balmora,,,I heard he was spreading rumors about some Redoran noble.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_1457720140491219752,,,,,,,Topic,,Dark Elf,Balmora,,,I heard that Nine-Toes the Argonian killed him.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_1341256932533132561,,,,,,,Topic,,Dark Elf,Balmora,,,Isn't Fast Eddie near that rank?
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_585325453303146252,,,,,,,Greeting,,Dark Elf,Balmora,,,"Look, outlander. Foreigners are not very popular in Morrowind. So try to make yourself more agreeable, if you expect people to be helpful."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2304131803256723287,,,,,,,Greeting,,Dark Elf,Balmora,,,"Maybe you're a slow learner. But outlanders are not popular in Morrowind. Here in Balmora we make a special effort to be pleasant to outsiders. But if you go around annoying people, you're going to regret it."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2830442713314981,,,,,,,Topic,,Dark Elf,Balmora,,,That could be Thanelen Velas at the Council Club over by the Silt Strider.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_18125227833115931936,,,,,,,Topic,,Dark Elf,Balmora,,,The Balmora Council Club is across from the Silt Strider.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_5531764882358186,,,,,,,Topic,,Dark Elf,Balmora,,,"The Dunmer of House Hlaalu are generally proud to be citizens of the Empire. Oh, we complain about the taxes and bureaucrats and greedy merchants like everyone else, but being part of the Empire means free trade and prosperity, and we like that. Other Dunmer -- Houses Redoran and Telvanni, devout Temple-goers, Ashlanders -- are less enthusiastic about the Empire and Imperial control of Morrowind."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_576932167290605878,,,,,,,Topic,,Dark Elf,Balmora,,,The ebony mine? It was abandoned long ago and it's location has been lost. Allegedly one of the miners summoned a Daedra... But perhaps you should speak with Nileno Dorvayn at the Hlaalu Council Manor.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_32241292111148011934,,,,,,,Topic,,Dark Elf,Balmora,,,The River Odai flows through the center of Balmora to the coast near Hla Oad.
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2296212524318044191,,,,,,,Topic,,Dark Elf,Balmora,,,"We don't like foreigners much in Morrowind. This is our country, and we don't like foreigners who come in and steal our land and our treasures and tell us what to do and how to live."
