"Done","Conflict","Source","InfoId","Race","Gender","SpeakerId","FactionId","FactionRank","DialogueText"
"False","False","Morrowind","_210881014910234529","Nord","Male","alfhedil elf-hewer","","","Welcome, I am Alfhedil Elf-Hewer. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","allimir","","","Welcome, I am Allimir. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Alms Helothren","","","Welcome, I am Alms Helothren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","almsi oren","","","Welcome, I am Almsi Oren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","alnas sendu","","","Welcome, I am Alnas Sendu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","alof the easterner","","","Welcome, I am Alof the Easterner. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","aloie indaram","","","Welcome, I am Aloie Indaram. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Alonisea Varys","","","Welcome, I am Alonisea Varys. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","alurue saryon","","","Welcome, I am Alurue Saryon. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Male","alusaron","","","Welcome, I am Alusaron. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","alvis teri","","","Welcome, I am Alvis Teri. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Alvor Andas","","","Welcome, I am Alvor Andas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Alvos Sadri","","","Welcome, I am Alvos Sadri. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","alvur hleran","","","Welcome, I am Alvur Hleran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Alvura Othrenim","","","Welcome, I am Alvura Othrenim. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Alynu Aralen","","","Welcome, I am Alynu Aralen. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Female","am-ra","","","Welcome, I am Am-Ra. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Female","Ama Nin_DisguiseMara","","","Welcome, I am Ama Nin. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","amili llaram","","","Welcome, I am Amili Llaram. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","amring","","","Welcome, I am Amring. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","anasour selitbael","","","Welcome, I am Anasour Selitbael. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","anden thilarvel","","","Welcome, I am Anden Thilarvel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Male","andre maul","","","Welcome, I am Andre Maul. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","andril othran","","","Welcome, I am Andril Othran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","anel rethelas","","","Welcome, I am Anel Rethelas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","anes hlaren","","","Welcome, I am Anes Hlaren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","anes vendu","","","Welcome, I am Anes Vendu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","anglalos","","","Welcome, I am Anglalos. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","High Elf","Female","anirne","","","Welcome, I am Anirne. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","anit eramarellaku","","","Welcome, I am Anit Eramarellaku. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Female","anja swift-sailer","","","Welcome, I am Anja Swift-Sailer. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","anjari","","","Welcome, I am Anjari. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","ano andaram","","","Welcome, I am Ano Andaram. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","ano dran","","","Welcome, I am Ano Dran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","ano vando","","","Welcome, I am Ano Vando. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","ansu senatbael","","","Welcome, I am Ansu Senatbael. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","antu assarrimisun","","","Welcome, I am Antu Assarrimisun. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","Arabhi","","","Welcome, I am Arabhi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","aralosea romori","","","Welcome, I am Aralosea Romori. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","arangaer","","","Welcome, I am Arangaer. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","aranwen","","","Welcome, I am Aranwen. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Aras Girendas","","","Welcome, I am Aras Girendas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","aravi","","","Welcome, I am Aravi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","High Elf","Female","ardarume","","","Welcome, I am Ardarume. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","ardhil","","","Welcome, I am Ardhil. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","arelvam sadrano","","","Welcome, I am Arelvam Sadrano. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","aren maren","","","Welcome, I am Aren Maren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","arethan mandas","","","Welcome, I am Arethan Mandas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Female","argonian slave female","","","Welcome, I am Ereel-Lei. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","argonian slave male","","","Welcome, I am Milos. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Male","Ariulcabor Leontiulonus","","","Welcome, I am Ariulcabor Leontiulonus. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","arkming the flayer","","","Welcome, I am Arkming the Flayer. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Male","arlowe","","","Welcome, I am Arlowe. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","arns uvalas","","","Welcome, I am Arns Uvalas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","arnsi nerandas","","","Welcome, I am Arnsi Nerandas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","arnskar","","","Welcome, I am Arnskar. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","High Elf","Male","arrille","","","Welcome, I am Arrille. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Male","arrinis cerunia","","","Welcome, I am Arrinis Cerunia. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","artisa arelas","","","Welcome, I am Artisa Arelas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","arvamea dalvani","","","Welcome, I am Arvamea Dalvani. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","arven nalyn","","","Welcome, I am Arven Nalyn. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","arvso tharen","","","Welcome, I am Arvso Tharen. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","aryne telnim","","","Welcome, I am Aryne Telnim. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","aryni orethi","","","Welcome, I am Aryni Orethi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","ashamanu","","","Welcome, I am Ashamanu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","asharapli almu","","","Welcome, I am Asharapli Almu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","ashidasha","","","Welcome, I am Ashidasha. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","ashuma-nud matluberib","","","Welcome, I am Ashuma-Nud Matluberib. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","ashumanu eraishah","","","Welcome, I am Ashumanu Eraishah. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","assamanu shashipal","","","Welcome, I am Assamanu Shashipal. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","assamanut sonnerralit","","","Welcome, I am Assamanut Sonnerralit. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","assatlit assudnilamat","","","Welcome, I am Assatlit Assudnilamat. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Assi Serimilk","","","Welcome, I am Assi Serimilk. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Assimusa Samsi","","","Welcome, I am Assimusa Samsi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","assirari zama-rasour","","","Welcome, I am Assirari Zama-Rasour. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","assumanu mantiti","","","Welcome, I am Assumanu Mantiti. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","assurdan serdimapal","","","Welcome, I am Assurdan Serdimapal. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Male","astien masoriane","","","Welcome, I am Astien Masoriane. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Male","astius hanotepelus","","","Welcome, I am Astius Hanotepelus. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","asum","","","Welcome, I am Asum. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","athanden girith","","","Welcome, I am Athanden Girith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","athesie andas","","","Welcome, I am Athesie Andas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","atulg gro-largum","","","Welcome, I am Atulg gro-Largum. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","atúlg gro-largúm","","","Welcome, I am Atúlg gro-Largúm. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Female","audania afronia","","","Welcome, I am Audania Afronia. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","aundae vampire 1","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","aundae vampire 2","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","High Elf","Female","aundae vampire 3","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Male","aundae vampire 4","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","aundae vampire 5","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Female","aurane frernis","","","Welcome, I am Aurane Frernis. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","avon ravel","","","Welcome, I am Avon Ravel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","azuk gro-rugob","","","Welcome, I am Azuk gro-Rugob. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Male","Baadargo","","","Welcome, I am Baadargo. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","badala velothren","","","Welcome, I am Badala Velothren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","badama andarys","","","Welcome, I am Badama Andarys. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Female","badbog gra-shug","","","Welcome, I am Badbog gra-Shug. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","bahdahna","","","Welcome, I am Bahdahna. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","bahdrashi","","","Welcome, I am Bahdrashi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","baissa","","","Welcome, I am Baissa. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","balen vendu","","","Welcome, I am Balen Vendu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","baleni salavel","","","Welcome, I am Baleni Salavel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Balis Sari","","","Welcome, I am Balis Sari. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","balsa girith","","","Welcome, I am Balsa Girith. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","balur salvu","","","Welcome, I am Balur Salvu. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Female","Banalz","","","Welcome, I am Banalz. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","bandit_scarred_de_hrggh","","","Welcome, I am Glaum. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Breton","Male","bandit_scruffy_de_hrggh","","","Welcome, I am Gaban. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","barirrid","","","Welcome, I am Barirrid. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","baronk gro-uzuk","","","Welcome, I am Baronk gro-Uzuk. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Female","barri","","","Welcome, I am Barri. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Female","bashuk gra-bat","","","Welcome, I am Bashuk gra-Bat. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","Bato Veranius","","","Welcome, I am Bato Veranius. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","bauril","","","Welcome, I am Bauril. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","bazgulub gro-ulfish","","","Welcome, I am Bazgulub gro-Ulfish. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","beden giladren","","","Welcome, I am Beden Giladren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","bedenea nethan","","","Welcome, I am Bedenea Nethan. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","bedrir","","","Welcome, I am Bedrir. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Bedynea Gimalvel","","","Welcome, I am Bedynea Gimalvel. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Female","beekatan","","","Welcome, I am Beekatan. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Belas Othren","","","Welcome, I am Belas Othren. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","beleru hledri","","","Welcome, I am Beleru Hledri. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","belvis sedri","","","Welcome, I am Belvis Sedri. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Benar Neleth","","","Welcome, I am Benar Neleth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","benudni ilurnubishpal","","","Welcome, I am Benudni Ilurnubishpal. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Male","benunius agrudilius","","","Welcome, I am Benunius Agrudilius. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","berapli ashumallit","","","Welcome, I am Berapli Ashumallit. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","beraren sadri","","","Welcome, I am Beraren Sadri. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","berne vampire 1","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Female","berne vampire 2","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","berne vampire 3","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","berne vampire 4","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Male","berne vampire 5","","","Welcome, I am Vampire. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","Bertis Uvani","","","Welcome, I am Bertis Uvani. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","bervyn lleryn","","","Welcome, I am Bervyn Lleryn. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Female","berwen","","","Welcome, I am Berwen. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","bevadar bels","","","Welcome, I am Bevadar Bels. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","bevene releth","","","Welcome, I am Bevene Releth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","beyte fyr","","","Welcome, I am Beyte Fyr. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Khajiit","Female","bhusari","","","Welcome, I am Bhusari. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","bidsi gilvayn","","","Welcome, I am Bidsi Gilvayn. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Argonian","Male","big head","","","Welcome, I am Big Head. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","bildren areleth","","","Welcome, I am Bildren Areleth. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","bilen velothril","","","Welcome, I am Bilen Velothril. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","bilos andrethi","","","Welcome, I am Bilos Andrethi. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","birama andaram","","","Welcome, I am Birama Andaram. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","bivale teneran","","","Welcome, I am Bivale Teneran. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Nord","Male","bjadmund","","","Welcome, I am Bjadmund. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Imperial","Female","Blatta Hateria","","","Welcome, I am Blatta Hateria. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Redguard","Male","bodean","","","Welcome, I am Bodean. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","boderi farano","","","Welcome, I am Boderi Farano. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Female","Bodsa Nothryon","","","Welcome, I am Bodsa Nothryon. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Orc","Male","bogakh gro-mar","","","Welcome, I am Bogakh gro-Mar. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Dark Elf","Male","boler bandas","","","Welcome, I am Boler Bandas. What can I do for you %PCRank?"
"False","False","Morrowind","_210881014910234529","Wood Elf","Male","Bolrin","","","Welcome, I am Bolrin. What can I do for you %PCRank?"
