Delf M,Delf F,Helf M,Helf F,Welf M,Welf F,Orc M,Orc F,Khj M,Khj F,Arg M,Arg F,Imp M,Imp F,Nrd M,Nrd F,Brt M,Brt F,Rdg M,Rdg F,InfoId,SpeakerId,SpeakerName,Race,Gender,Faction,Rank,Type,PCRank,GenRank,GenCell,GenClass,GenFaction,Dialogue
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_1888018521793830868,,,,,,,Topic,,Dark Elf,,Savant,,"The Bal Molagmer, or 'Stone Fire Men', once carried their burning stones from Red Mountain over all of Morrowind, lighting hearth fires and lanterns. It is said that their fires brought the light of justice. They vanished many years ago."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_30162249562192523616,,,,,,,Topic,,Dark Elf,,Savant,,"We Dunmer are the dark-skinned Elven peoples of the Eastern Empire. Dunmer means 'dark elf'. 'Dark' in this sense is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and our national character embrace these various connotations with enthusiasm. In the Empire, 'Dark Elves' is the common usage, but in our Morrowind homeland, and among their Aldmeri brethren, we call ourselves the 'Dunmer'."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_10182158002968612972,,,,,,,Topic,,Dark Elf,,Savant Service,,"Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name', is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Daedric ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's vision."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_12626577166702831,,,,,,,Topic,,Dark Elf,,Scout,,"A Daedric ruin sealed by a rockfall. That might well be Anudnabia, a ruin near Sadrith Mora. The lower halls of Anudnabia have been inaccessible since the First Era. And several other Daedric ruins are known to have within their chambers glowing pools of molten stone. Such pools might have fueled the forge of a master weaponmaker and his enchanter."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_1487824477264811581,,,,,,,Topic,,Dark Elf,,Scout,,"Imperials are apes posing as civilized beings. We respect Imperials. They can make armies from peasants, and are hard workers and gifted engineers. But Imperials lack honor and refinement, and we despise their mercantile greed and mongrelized culture."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_19995174332597810918,,,,,,,Topic,,Dark Elf,,Scout,,"Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name', is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Daedric ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's vision."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_184722846711832269,,,,,,,Topic,,Dark Elf,,,Hlaalu,"It's the law of Morrowind. Slavery is legal. The Empire doesn't like it, but the Emperor signed the Armistice, and that made it legal for us to retain our ancient laws and customs. Now, there's some Abolitionists who say, 'To hell with the law... slavery is wrong.' I'm not saying I disagree, in theory. But it's the law."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_58531399831513114,,,,,,,Topic,,Dark Elf,,,,"When you've joined one Great House, you can never join any other Great House. They won't trust you. So when you join a Great House, make sure it's the one you want forever."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_217715949323862811,,,,,,,Greeting,,Dark Elf,,,,"You've got a blight disease, outlander. Get away from me. And go get cured, or STAY away from me."
,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_1987015913852530702,,,,,,,Greeting,,Dark Elf,,,,"You've got corprus disease, outlander. That's a death sentence. It can't get cured. Get away from me. FAR away."
-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_2487219107717122917,,,,,,,Greeting,,Khajiit,,,Fighters Guild,"With such a high price on your head, everyone assumes you are a murderer. %Name don't know the details, and don't want to know. But the %Faction won't be pleased. We're judged by your actions, and we don't need thugs like you getting us a reputation as murderers."
-1,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,id_25565308491000422213,,,,,,,Greeting,,Khajiit,,,Hlaalu,"With such a high price on your head, everyone assumes you are a murderer. %Name don't know the details, and don't want to know. But the %Faction won't be pleased. We're judged by your actions, and we don't need thugs like you getting us a reputation as murderers."
,,,,,,,,,,,,,,,,,,,,id_17322138931586317457,,,,,,,Greeting,,,Abaelun Mine,Miner,,"You're in a diamond mine. Don't touch the diamonds, or the guards will kill you."
,,,,,,,,,,,,,,,,,,,,id_3047192883193230349,,,,,,,Topic,,,Ahemmusa Camp,,Ashlanders,"South and west of Kushtashpi, the old Daedric place west of Ahemmusa camp, is the entrance to an old cavern called Sanit. That is where they found two hunters dead, their flesh white and bloated by the corprus. That is not a place where a wise man would go."
,,,,,,,,,,,,,,,,,,,,id_10293277881643519189,,,,,,,Topic,,,Ahemmusa Camp,,Ashlanders,"The 'corprus men', they crawl from under the mountain. They prey in the night like demons. They follow the blight storms, walk in the storms, bring death, disease. Hunters won't hunt, herders won't herd. Scared to go out on the land. Ahemmusa are people of peace, not of war. We fight, we die; we don't fight, we die. We must have help, or there will be nothing left."
,,,,,,,,,,,,,,,,,,,,id_30686315042945932084,,,,,,,Topic,,,Ald Velothi,Scout,,"Good roads lead north to Ald'ruhn and Caldera and south to Pelagiad, Seyda Neen, and Vivec City."
,,,,,,,,,,,,,,,,,,,,id_1366025478300544394,,,,,,,Topic,,,Ald Velothi,,,"You're the one who rescued her, right? It's nice to see someone of courage."
,,,,,,,,,,,,,,,,,,,,id_1261411244476611407,,,,,,,Topic,,,Ald-ruhn,Scout,,"The Erabenimsun are the Ashlanders of Molag Amur, a barren wasteland of rock, lava, and smoke southeast of Red Mountain. Erabenimsun camp is inland, halfway between the coast and Red Mountain. Here. Let me mark it on your map. The nearest settlement is the stronghold oasis of Molag Maar, on the southeast coast of Vvardenfell. You can get a ship from Vivec to Molag Maar, or silt strider from Suran to Molag Maar. From Molag Mar, head north cross-country -- very nasty country -- to Erabenimsun camp."
,,,,,,,,,,,,,,,,,,,,id_20611295471551616711,,,,,,,Topic,,,Ald-ruhn,,Mages Guild,"Ald'ruhn is fortunate in having two enchanters and two alchemists. Even though Cienne Sintieve and Llether Vari are up in the more expensive Manor District, I think you'll find the selection and service with Tanar Llervi and Anareren at the Mages Guild every bit as good. Of course, if you're affiliated with the Mages Guild, you'll want to try Tanar Llervi and Anareren first."
,,,,,,,,,,,,,,,,,,,,id_479020780242431784,,,,,,,Topic,,,Ald-ruhn,,Redoran,"Athyn Sarethi may be the 'Hope of the Redoran', but someone wants him dead. He's fended off three Morag Tong attacks already."
,,,,,,,,,,,,,,,,,,,,id_29739240692420621646,,,,,,,Topic,,,Ald-ruhn,,,"Did you hear Bolvyn Venim killed another outlander in a duel? The man was an officer in the House Guard, but Bolvyn Venim insulted his ancestors at a meal, so of course the officer had to demand satisfaction. And of course he had no chance against Venim. So it was murder, really. You're an outlander, yes? Then take warning. Be very careful in your dealings with Venim. Or, better yet, stay away from him."
,,,,,,,,,,,,,,,,,,,,id_17088166803242222430,,,,,,,Topic,,,Ald-ruhn,,,"House Redoran services are in the Manor District, under Skar. Temple services? The Ald'ruhn Temple is on the east side of town. Go to Fort Buckmoth south of town for Imperial Legion and Imperial cult services. The Fighters Guild and Mages Guild are near the South Gate. Pricey but high-quality clothier, alchemist, and enchanter shops are under Skar as well. You can get more reasonable prices, but a smaller selection, from the smith, clothier, trader, pawnbroker, and bookseller near the entrance to Skar."
,,,,,,,,,,,,,,,,,,,,id_572829185274464241,,,,,,,Topic,,,Ald-ruhn,,,"If you want arms and armor in Ald'ruhn, or need weapons and armor repaired, look for Dandera Selaro the Smith in front of Ald'ruhn-under-Skar. Dandera Selaro serves all comers, and has a quality selection. The other three smiths in Ald'ruhn have faction associations. Ergnir the Nord is the Fighters Guild smith, and Tuveso Beleth is the House Redoran smith at Redoran Council Hall. Yambagorn gro-Shulor is the Legion's smith at Fort Buckmoth. And Daynes Redothril the pawnbroker may also be worth a look."
,,,,,,,,,,,,,,,,,,,,id_26833123212139621198,,,,,,,Topic,,,Ald-ruhn,,,"The Redoran Council, the Redoran Noble Manors, and fine merchants are in the Manor District, all inside an ancient Emperor Crab shell known as Skar. The Temple is to the east, the Rat in the Pot cornerclub and the Mages Guild and Fighters Guild to the south, and the Ald Skar Inn to the west, near West Gate and the silt strider port. Through the South Gate, behind the Fighters Guild, look for Fort Buckmoth and the Imperial cult altar."
,,,,,,,,,,,,,,,,,,,,id_1086921438100814259,,,,,,,Topic,,,Balmora,Battlemage,,"One little word. 'Ingredients'. Pointy hats and bottlepackers all need their ingredients. Go out, pop a skeleton apart, get the bonemeal, make a quick drake. Now, you have to be careful, because the locals don't like you out digging up their aunties. So get a book, read up, know the kinds of rocks and herbs you're looking for, and off you go. Start small. Leave the big Daedra and scary stuff alone, right?"
,,,,,,,,,,,,,,,,,,,,id_5120133021792918467,,,,,,,Topic,,,Balmora,Healer,,"One little word. 'Ingredients'. Pointy hats and bottlepackers all need their ingredients. Go out, pop a skeleton apart, get the bonemeal, make a quick drake. Now, you have to be careful, because the locals don't like you out digging up their aunties. So get a book, read up, know the kinds of rocks and herbs you're looking for, and off you go. Start small. Leave the big Daedra and scary stuff alone, right?"
,,,,,,,,,,,,,,,,,,,,id_18087333361045222,,,,,,,Topic,,,Balmora,Mage,,"One little word. 'Ingredients'. Pointy hats and bottlepackers all need their ingredients. Go out, pop a skeleton apart, get the bonemeal, make a quick drake. Now, you have to be careful, because the locals don't like you out digging up their aunties. So get a book, read up, know the kinds of rocks and herbs you're looking for, and off you go. Start small. Leave the big Daedra and scary stuff alone, right?"
,,,,,,,,,,,,,,,,,,,,id_47672746471018226,,,,,,,Topic,,,Balmora,Nightblade,,"One little word. 'Ingredients'. Pointy hats and bottlepackers all need their ingredients. Go out, pop a skeleton apart, get the bonemeal, make a quick drake. Now, you have to be careful, because the locals don't like you out digging up their aunties. So get a book, read up, know the kinds of rocks and herbs you're looking for, and off you go. Start small. Leave the big Daedra and scary stuff alone, right?"
,,,,,,,,,,,,,,,,,,,,id_296717430262844568,,,,,,,Topic,,,Balmora,Scout,,"Good roads lead north to Ald'ruhn and Caldera and south to Pelagiad, Seyda Neen, and Vivec City."
,,,,,,,,,,,,,,,,,,,,id_1971923390306591834,,,,,,,Topic,,,Balmora,Scout,,"The Erabenimsun are the Ashlanders of Molag Amur, a barren wasteland of rock, lava, and smoke southeast of Red Mountain. Erabenimsun camp is inland, halfway between the coast and Red Mountain. Here. Let me mark it on your map. The nearest settlement is the stronghold oasis of Molag Maar, on the southeast coast of Vvardenfell. You can get a ship from Vivec to Molag Maar, or silt strider from Suran to Molag Maar. From Molag Mar, head north cross-country -- very nasty country -- to Erabenimsun camp."
,,,,,,,,,,,,,,,,,,,,id_31790184793267027713,,,,,,,Topic,,,Balmora,Sorcerer,,"One little word. 'Ingredients'. Pointy hats and bottlepackers all need their ingredients. Go out, pop a skeleton apart, get the bonemeal, make a quick drake. Now, you have to be careful, because the locals don't like you out digging up their aunties. So get a book, read up, know the kinds of rocks and herbs you're looking for, and off you go. Start small. Leave the big Daedra and scary stuff alone, right?"
,,,,,,,,,,,,,,,,,,,,id_10298161991897813833,,,,,,,Topic,,,Balmora,Spellsword,,"One little word. 'Ingredients'. Pointy hats and bottlepackers all need their ingredients. Go out, pop a skeleton apart, get the bonemeal, make a quick drake. Now, you have to be careful, because the locals don't like you out digging up their aunties. So get a book, read up, know the kinds of rocks and herbs you're looking for, and off you go. Start small. Leave the big Daedra and scary stuff alone, right?"
,,,,,,,,,,,,,,,,,,,,id_16828113161949615915,,,,,,,Topic,,,Balmora,Witchhunter,,"One little word. 'Ingredients'. Pointy hats and bottlepackers all need their ingredients. Go out, pop a skeleton apart, get the bonemeal, make a quick drake. Now, you have to be careful, because the locals don't like you out digging up their aunties. So get a book, read up, know the kinds of rocks and herbs you're looking for, and off you go. Start small. Leave the big Daedra and scary stuff alone, right?"
,,,,,,,,,,,,,,,,,,,,id_49844641175214412,,,,,,,Topic,,,Balmora,,Camonna Tong,"Nileno Dorvayn at the Council Hall is the ranking Hlaalu local. None of the Hlaalu councilors actually live in Balmora. Ethasi Rilvayn is the Morag Tong steward. Feldrelo Sadri is the steward for the Balmora Tribunal Temple. Sugar Lips Habasi, who should die tomorrow, if today isn't convenient, is the local Thieves Guild boss."
,,,,,,,,,,,,,,,,,,,,id_166012938575166710,,,,,,,Topic,,,Balmora,,Hlaalu,"House Hlaalu is the only Great House that knows how to do business with the Empire. They are more tolerant of foreigners like myself and more willing to do business. They're not paranoid and insular like the Telvanni, nor do they try and convert you to the Tribunal Temple like House Redoran."
,,,,,,,,,,,,,,,,,,,,id_23944302791049323188,,,,,,,Topic,,,Balmora,,,"An outlander is anyone born and raised outside of Morrowind. Most Dunmer think anyone who isn't a native-born Dunmer is an outlander. Dunmer with Western words and ways are also immediately identified as outlanders -- Dunmer are very sensitive to accents, clothes, and manners in Morrowind. Outlanders are foreigners, and Morrowind doesn't like foreigners. It's not bad here in Hlaalu territory, but on the rest of Vvardenfell, folk are very cool to outlanders."
,,,,,,,,,,,,,,,,,,,,id_939423851316845892,,,,,,,Topic,,,Balmora,,,"Balmora is the Council Seat of Great House Hlaalu, and the largest town on Vvardenfell except for Vivec City. Located on the Odai River, and sitting astride the Ald'ruhn-Vivec road, Balmora is an important mercantile trade and travel center. High Town is the administrative center, with the Temple and manor houses. The shops, guilds, and tradehouses of the Commercial District are west of the river; Labor Town's modest cornerclubs and homes are east of the river."
,,,,,,,,,,,,,,,,,,,,id_238503076378412623,,,,,,,Topic,,,Balmora,,,"Go to Hlaalu Council Manor for House Hlaalu services. Temple faithful go to the Balmora Temple. Outlanders go to Fort Moonmoth for the Imperial Legion and the Imperial cult southeast of town. Try Balmora Fighters Guild or Balmora Mages Guild. Morag Tong offers services. Better shops are in High Town on the hill. Plenty of merchants in the Commercial District, west of the river. And a few traders in Labor Town, east of the river."
,,,,,,,,,,,,,,,,,,,,id_26697146411173217957,,,,,,,Topic,,,Balmora,,,"I think she lives by the river, on the east side of town."
,,,,,,,,,,,,,,,,,,,,id_34072753983316925,,,,,,,Greeting,,,Balmora,,,"It's good of you to stop by, %PCName? Always happy to see you. Were you looking for a little advice? Or is there something else in Balmora you want to ask about?"
,,,,,,,,,,,,,,,,,,,,id_1947411886858921680,,,,,,,Topic,,,Balmora,,,"None of the Hlaalu councilors live in Balmora. Nileno Dorvayn at the Council Hall is the ranking Hlaalu local. At the Fighters Guild, Eydis Fire-Eye is the steward. Ethasi Rilvayn is the Morag Tong steward. Feldrelo Sadri is the steward for the Balmora Tribunal Temple. Sugar Lips Habasi is the local Thieves Guild boss. Who am I missing? Oh. Mages Guild. Ranis Athrys is their steward."
,,,,,,,,,,,,,,,,,,,,id_17050314003122724181,,,,,,,Topic,,,Balmora,,,"People don't realize how deeply the Dark Elves resent the Occupation. The real powers behind the Hlaalu council, Orvas Dren and his Camonna Tong syndicate, nurse those ancient resentments. They haven't a chance of challenging Imperial authority now, but if the stability of the Empire were threatened -- for example, if the legions were recalled because of some problem with the Septim succession -- Dren and the Tong might move openly to drive the Imperials out of Morrowind."
,,,,,,,,,,,,,,,,,,,,id_173965674313098995,,,,,,,Topic,,,Balmora,,,"She lives in town somewhere. Look around, you lazy fetcher."
,,,,,,,,,,,,,,,,,,,,id_17750258732785324516,,,,,,,Topic,,,"Balmora, Council Club",,,"Donation for the Imperial cult? Have you been eating magic mushrooms, pal? Don't talk to me. Talk to Banor Seran. He runs the Council Club. And I'm sure he'll find your request amusing."
,,,,,,,,,,,,,,,,,,,,id_1616291361317616918,,,,,,,Topic,,,"Balmora, South Wall Cornerclub",,,Talk to Bacola Closcius. He owns the South Wall.
,,,,,,,,,,,,,,,,,,,,id_40047723231188504,,,,,,,Topic,,,Caldera,Slave,,Free Dahleena and the rest of the slaves. No one mines ebony without us slaves.
,,,,,,,,,,,,,,,,,,,,id_297061261653136735,,,,,,,Topic,,,Caldera,,,"I certainly haven't heard of one around here. You might ask Verick Gemain, though. He's a trader here in town, and buys and sells many different things. If anyone knows of a local sculptor, it would be him."
,,,,,,,,,,,,,,,,,,,,id_2214428947845120280,,,,,,,Topic,,,Caldera,,,You're the one who took care of Nedhelas' haunted house problem. It's good to know you can rely on the Imperial cult for help. Thank you for your trouble.
,,,,,,,,,,,,,,,,,,,,id_14424201302746712983,,,,,,,Topic,,,Caldera,,,You're the one who took care of Nedhelas' haunted house problem. It's good to know you can rely on the Imperial cult for help. Thank you for your trouble.
,,,,,,,,,,,,,,,,,,,,id_18035100401834022913,,,,,,,Topic,,,Dagon Fel,,,"Fryfnhild is a trader. Hjotra the Peacock, also at the End of the World, is a pawnbroker; she buys and sells many things. We don't have a smith or a healer."
,,,,,,,,,,,,,,,,,,,,id_2971328764764617224,,,,,,,Topic,,,Dagon Fel,,,"This was a Nord settlement thousands of years ago, until the Dunmer drove the Nords from Morrowind. Then the Dwemer built a city here; the village was built on the ruins of the Dwemer city. Since Morrowind became an Imperial province, Nord fishermen have returned here. Imperial scholars and adventurers also come here to explore the various Dwemer and Daedric ruins of Sheogorad."
,,,,,,,,,,,,,,,,,,,,id_1286514468136024045,,,,,,,Topic,,,Dissapla Mine,Miner,,"I'm a raw glass miner. The raw glass deposits here on Vvardenfell are the richest in the world. The matrix is a very hard stone, and separating raw glass from the matrix is hard work. Hard, honest work that pays well."
,,,,,,,,,,,,,,,,,,,,id_2964826611797616811,,,,,,,Topic,,,Dunirai Caverns,Miner,,"I'm a raw glass miner. The raw glass deposits here on Vvardenfell are the richest in the world. The matrix is a very hard stone, and separating raw glass from the matrix is hard work. Hard, honest work that pays well."
,,,,,,,,,,,,,,,,,,,,id_26385119612660631901,,,,,,,Topic,,,Ebonheart,Guard,Imperial Legion,I am an Imperial guard.
,,,,,,,,,,,,,,,,,,,,id_758714669585118468,,,,,,,Topic,,,Ebonheart,Scout,,The Vvardenfell District Council chambers and the Hawkmoth Legion garrison are located at Castle Ebonheart.
,,,,,,,,,,,,,,,,,,,,id_243872450548217434,,,,,,,Topic,,,Ebonheart,,Imperial Legion,Talk to Varus Vantinius in the Grand Council Chambers or Frald the White at the Hawkmoth Legion Garrison.
,,,,,,,,,,,,,,,,,,,,id_20550133582602320706,,,,,,,Topic,,,Ebonheart,,,"Ebonheart is the Imperial headquarters for Vvardenfell district, and a busy seaport. Duke Vedam Dren is the district's ruler and Emperor's representative. The Duke lives in Castle Ebonheart. The District Council chambers and the Hawkmoth Legion garrison are also at Castle Ebonheart. The East Empire Company buildings and docks are outside the castle, facing Vivec to the east."
,,,,,,,,,,,,,,,,,,,,id_2850920367422426523,,,,,,,Topic,,,"Ebonheart, East Empire Company Hall",,,"Well... I'm not sure the Company would appreciate my talking about this. But you seem a decent sort. Mossanon was always a good clerk, and a pleasant fellow. Then, recently, he seemed to have something else on his mind. He was acting strangely. He was absent a lot, often without letting anyone know. I didn't know him well. Perhaps you should talk to Okan-Shei, or Shazgob gro-Luzgan -- they worked together."
,,,,,,,,,,,,,,,,,,,,id_21166236902148613887,,,,,,,Topic,,,Fort Frostmoth,,,"Ever been to Brodir Grove? Those stones used to be men, before some nasty wizard got to 'em. That's what the legend says, anyway."
,,,,,,,,,,,,,,,,,,,,id_259901867052964872,,,,,,,Topic,,,Fort Frostmoth,,,"I heard this guy talking... he said there's some kind of thieves' stash hidden in one of the ice caves, but it's guarded by a few Grahl..."
,,,,,,,,,,,,,,,,,,,,id_11242257181890822225,,,,,,,Topic,,,Fort Frostmoth,,,"I knew someone who tried to tame a wolf once. He used to raise guar so he thought he could use the same techniques. You know what? It almost worked...well, no, actually, it didn't work at all. The idiot owed me money, too."
,,,,,,,,,,,,,,,,,,,,id_35207929259296856,,,,,,,Topic,,,Ghostgate,,Temple,"Take this book, 'The Pilgrim's Path'. It describes where the pilgrimage sites are. After you have completed these pilgrimages, speak with me again. The pilgrimage to Ghostgate is the most difficult, but if you have already come this far, the rest should be no trouble for you. You should start by visiting the Ghostgate shrine just north of the gate while you're here."
,,,,,,,,,,,,,,,,,,,,id_890437393252331801,,,,,,,Topic,,,Ghostgate,,,"For centuries Ordinators and Buoyant Armigers led by the Tribunal would pass through Ghostgate on annual raids against Dagoth Ur's ash vampire kin, but these raids were suspended because of heavy losses to the Temple forces."
,,,,,,,,,,,,,,,,,,,,id_225032089852410941,,,,,,,Topic,,,Ghostgate,,,"The Buoyant Armigers is a small military order of the Temple, exclusively dedicated to and answering to Lord Vivec."
,,,,,,,,,,,,,,,,,,,,id_24885123542752828477,,,,,,,Topic,,,Ghostgate,,,The four orders of Ordinators answer to the Alma Rula in Mournhold.
,,,,,,,,,,,,,,,,,,,,id_2818036852218528092,,,,,,,Topic,,,Gnaar Mok,Scout,,"The salt marshes and hot swamps of the Bitter Coast are uninhabited, with the only settlements found at the good harbors of Gnaar Mok, Hla Oad, and Seyda Neen."
,,,,,,,,,,,,,,,,,,,,id_1085125169764525191,,,,,,,Topic,,,Gnaar Mok,,,"Dreugh-jigger's Rest is the only tradehouse. Arenim Manor is a Hlaalu Manor, so retainers and kin can get beds and services there. And, apart from a bunch of fisherman's shacks, that's all there is to Gnaar Mok. Oh. Nadene Rotheran's place is Camonna Tong country. But you're an outlander. You do NOT want to go there. Valveli Arelas at the dock offers ship passage to Hla Oad and Khuul."
,,,,,,,,,,,,,,,,,,,,id_2327160341901424594,,,,,,,Topic,,,Gnaar Mok,,,"If you're House Hlaalu retainer or kin, get your services at Arenim Manor. If you're Guild, then you want Wadarkhu, Balan, or Hinald at the Dreugh-jigger's Rest. You might get some services at Nadene Rotheran's shack. And you might not."
,,,,,,,,,,,,,,,,,,,,id_14719301421719719905,,,,,,,Topic,,,Gnaar Mok,,,"Wadarkhu the Khajiit hangs around the Dreugh-jigger's Rest; he's very serious business. Almse Arenim, she's Hlaalu, of Arenim Manor; the Arenims are the local Hlaalu lords. Nadene Rotheran's place is where the Camonna Tong people hang out. You stay away from there, outlander."
,,,,,,,,,,,,,,,,,,,,id_25863112601509613324,,,,,,,Topic,,,Gnisis,Scout,,"Good roads lead north to Ald'ruhn and Caldera and south to Pelagiad, Seyda Neen, and Vivec City."
