,InfoId,SpeakerId,SpeakerName,Race,Gender,Faction,Rank,Type,PCRank,Dialogue,,
1,id_2030312704115164493,Okur,Okur,Argonian,Female,,,Greeting,,"Yes, this is Julielle Aumine's amulet, as her husband described it to me. I shall return it to him. May the Nine bless you for your deeds. Return to Kaye, and tell him that now I am sure I can lay the ghost of Julielle Aumine to rest.",,
1,id_168792232029707820,On_Wan,On-Wan,Argonian,Female,,,Topic,,"I am a runaway slave. I have nothing. I must hide here until a boat comes, and then they will help me return to my country.",,
1,id_573911971773620585,On_Wan,On-Wan,Argonian,Female,,,Topic,,"I must hide here until a boat comes, and then they will help me return to my country.",,
1,id_31285247721166026012,On_Wan,On-Wan,Argonian,Female,,,Topic,,"I was a slave, but I have escaped. I am hiding here. Please don't tell.",,
1,id_831025023073723704,On_Wan,On-Wan,Argonian,Female,,,Topic,,"I was a slave, but I have escaped. I am hiding here. Please don't tell.",,
1,id_272912387921794,On_Wan,On-Wan,Argonian,Female,,,Greeting,,Please. I am afraid. Do not tell. I am hiding.,,
1,id_20202170332447327718,On_Wan,On-Wan,Argonian,Female,,,Topic,,Yes. I said this. This is true.,,
1,id_220419796741029528,shatalg,Shatalg,Argonian,Female,,,Topic,,He is just up the road north.,,
1,id_18255178579924776,travellingnewwoman,Travelling-New-Woman,Argonian,Female,,,Topic,,"My parents told me not to lick the Hist tree until my Naming Day, so I did. My parents caught me and a boy from my nest in a soft-leaf patch right before the naming ceremony. I feared I'd get more of a licking from my parents than I gave the tree... So I ran as fast as I could through the swamp and into the rest of the kids waiting for their naming ceremony. Everyone had a good laugh and the name stuck.",,
1,id_3194796931789929630,quarra vampire 5,Vampire,Argonian,Female,,,Topic,,"That is what we are, and what we will always be. We live apart from the clans: Aundae, Berne, and Quarra. They will not accept us into their fold, so we live under the ground, surfacing to prey on the warmbloods that live above. Though the clans shun us, we are powerful, and have very few weaknesses.",,
1,id_2724215468161597167,basks_in_the_sun,Basks-In-The-Sun,Argonian,Male,,,Greeting,,"Do you wish to go back to Vvardenfell as much as I do? What about Raven Rock, where the new colony is going to be built? I can take you there for a price.",,
1,id_28647258162626626325,basks_in_the_sun,Basks-In-The-Sun,Argonian,Male,,,Topic,,The Captain of this fort can be found within its walls. Ask his soldiers where to find him. Go if you wish. I will gladly wait here to make the voyage back to Vvardenfell.,,
1,id_17556131451744530679,basks_in_the_sun,Basks-In-The-Sun,Argonian,Male,,,Topic,,"The colony grows. With any luck, it will bring more travelers.",,
1,id_1185629525257474992,basks_in_the_sun,Basks-In-The-Sun,Argonian,Male,,,Topic,,"The empire wishes to build a mine west of here. Ebony, they say. I say they will be very, very cold.",,
1,id_289187297656316390,basks_in_the_sun,Basks-In-The-Sun,Argonian,Male,,,Topic,,"The empire's mining colony, bringing wealth to the empire. But at what cost?",,
1,id_7283251118328906,basks_in_the_sun,Basks-In-The-Sun,Argonian,Male,,,Topic,,They are building the mine at Raven Rock.,,
1,id_149479153259528429,basks_in_the_sun,Basks-In-The-Sun,Argonian,Male,,,Greeting,,"Welcome to Solstheim, jewel of absolutely nowhere. It's a miserable place, even for the warmbloods. If you want to leave, I'd be happy to take you back to Vvardenfell. If you feel you must stay, speak with Captain Falx Carius in his chambers at Fort Frostmoth. Captain Carius is the commander here. Not a bad man, but he is a fool for remaining in this place. So cold. So cold. If you are here about the colony, Carnius Magius is the man you will speak to. Find him at the Imperial Cult Shrine.",,
1,id_61385449102526,basks_in_the_sun,Basks-In-The-Sun,Argonian,Male,,,Topic,,"Yes, this is the place. Miserable, miserable place. So very cold. I will be glad to leave.",,
1,id_1604528191170119290,big head,Big Head,Argonian,Male,,,Greeting,,"All sorts of things. All sorts of things. Spoons, knives, and forks. The master puts them here for play. Do you play? What is your game? The netch is hiding, but I will not look.",,
1,id_229091991934227657,big head,Big Head,Argonian,Male,,,Greeting,,"Go about your business now! The master waits! Fork fork fork. Stabbing meat, lovely meat.",,
1,id_1856171743070622118,big head,Big Head,Argonian,Male,,,Topic,,"Grandpa netch...lovely fish! Floating, floating. He has no eyes, but he sees you. He comes to visit, brings me cake! Cake to share, enough for all! Tip your hat. He knows you're there. Straight out my door you will find him. Straight through my door, into the other places.",,
1,id_2456619362848231007,big head,Big Head,Argonian,Male,,,Topic,,"Lovely master! He never sings. He brings no cake. Only visions, things to see. He tells me things I cannot hear. Loud they are, loud, loud, loud. Whisper, master. Whisper.",,
1,id_1311717500242121993,big head,Big Head,Argonian,Male,,,Greeting,,"So, you have come. I see you serve the master. He is good, oh yes. Good to me. You have come seeking; tell me what you will find.",,
1,id_629830128269627441,big head,Big Head,Argonian,Male,,,Topic,,"The Fork of Horripilation? It sings to me, oh yes. Sings like the rocks sing. Songs of weeping. Songs of leaping. Do you weep, stranger? You've come to take it. Will it take you? Then will you weep? Weep like the rocks? It is here! Take it. Take it if you will. Take it if you won't. Singing! Ringing!",,
1,id_651543032975627186,big head,Big Head,Argonian,Male,,,Topic,,The netch is dead? Grandpa netch feeds the worms! The netch is dead! Long live the dead netch! Hear his death music? He decomposes.,,
1,id_2542131431752713556,big head,Big Head,Argonian,Male,,,Topic,,You have the Fork. The Fork is yours! The master loves his forks. Forks for all of us.,,
1,id_168465105441831242,busheeus,Busheeus,Argonian,Male,,,Topic,,"Have you heard? Seven victims? Here in Vivec? All with their throats slit? When it was just a few outlanders killed, the Ordinators weren't making much fuss. But now that they've had two of their own people with slit throats, they seem very concerned at the Hall of Justice. I've heard that the Office of the Watch is quietly looking around for some special help. Anything that can kill TWO Ordinators before they can draw their weapons sounds like it will NEED special help.",,
1,id_1166123351815524689,chuna,Chuna,Argonian,Male,,,Topic,,Fast Eddie was complaining the other day about how he was overlooked for advancement in House Telvanni. Again.,,
,id_224541147282137952,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,CHAPPY -- BLOODMOON GREETINGS ABOVE,,
,id_29197327062101525619,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,CHAPPY: Tribunal Dialogs Above,,
,id_784113912128543820,dialog placeholder,dialog placeholder,Argonian,Male,,,Topic,,"Elethus Tobor owed money to the Camonna Tong for gambling debts. He's very poor and probably can't pay the money. If you want to complete this contract, you'll have to either kill him or pay the debt yourself.",,
,id_28632125082926130801,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,EMIL -- BLOODMOON GREETINGS ABOVE,,
,id_9903305412148016881,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,GAVIN: Tribunal Dialogs Above,,
,id_550913398236279689,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,KEN: Tribunal Dialogs Above,,
,id_242281552492377506,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,MARK -- BLOODMOON GREEETINGS ABOVE,,
,id_27661591012577050,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,MARK: Tribunal Dialogs Above,,
,id_26442662180976552,dialog placeholder,dialog placeholder,Argonian,Male,,,Topic,,"Thou wilt come to me there, my love, our senses tingling, through the inky ocean delight, our voices mingling.",,
,id_25063262232278625555,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,"We do not fear death. Life is a dream. Blood is a dream. We sleep in one soul, the soul of Lord Dagoth.",,
,id_15604253692368232577,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,"We have you in our eye, %PCName. We see you, waking and sleeping.",,
,id_196611398509718093,dialog placeholder,dialog placeholder,Argonian,Male,,,Topic,,"We see with one eye, we speak with one voice, we dream with one soul. We are all one in the Master, Lord Dagoth be praised.",,
,id_2944922372226625958,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,"We see you, false one. Your flesh will feed us all.",,
,id_2351528666292513712,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,What are you? Nothing. Why are you here? You do not know.,,
,id_99261814580441073,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,You have betrayed Lord Dagoth. Taste his vengeance.,,
,id_207466377229260,dialog placeholder,dialog placeholder,Argonian,Male,,,Topic,,You stand upon my native shore. I'm pledged to guard Lord Dagoth's door.,,
,id_30468157711655810188,dialog placeholder,dialog placeholder,Argonian,Male,,,Greeting,,"You will die, false one. Your flesh will feed us all.",,
1,id_7665268241406314697,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"Almalexia is one of the gods worshipped by the Dunmer in the Tribunal Temple. She's known as the Healing Mother and Lady of Mercy, the source of compassion and sympathy, and protector of the poor and weak. She's no tender-hearted powderpuff, though. She's an important symbol of Dunmer independence to those who resent the Empire, and the Hands of Almalexia -- her personal guard -- enforce a strict adherence to Temple doctrines.",,
1,id_546215525266973484,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,Do you wish to go back to Vvardenfell now? I can send you to Ebonheart directly.,,
1,id_292477861549128791,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"Don't forget. You can't levitate in Mournhold. They say Almalexia doesn't want anyone's head rising higher than hers. If that's how you avoid trouble, it won't work here. You CAN levitate down in the sewers and ruins of Old Mournhold. I guess Almalexia doesn't go down there much. And it's also a cheap place to sleep, if you don't mind the rats and thieves.",,
1,id_930395562513723882,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"If you are looking for access to the places of power, start with Tienius Delitian, King Helseth's Captain of the Royal Guard. He's fair and professional, and King Helseth is no simple figurehead, unlike his predecessor. There's real power there, and Helseth is just going to get more powerful as he learns how Mournhold works.",,
1,id_23008103602687514087,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"If you're an adventurer, you'll want to go down there. The poor and the lawless live in the sewers under the city. It's dangerous -- but it's the only way to reach the ruins of Old Mournhold, where the real treasure lies. I'm probably wasting my breath -- but be careful down there. Maybe you think you're tough, and maybe you are... but there're things down there can kill you before you get your weapon out.",,
1,id_2328323454454129619,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,Let me know when you wish to return.,,
1,id_1942810023178430634,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"Mournhold is the Imperial capital of Morrowind and the Holy City of Almalexia, one of Morrowind's three Living Gods. Modern Mournhold is built upon the ruins of Old Mournhold, which was destroyed by Mehrunes Dagon at the end of the First Era. You can reach the abandoned passages of Old Mournhold through the sewers beneath Mournhold, and adventurers still seek lost treasures in the First Era ruins.",,
1,id_17514237811394516679,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"On your way, then.",,
1,id_127372562627617141,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"She's the Queen Mother -- mother of King Hlaalu Helseth. She's also the widow of General Symmachus, the great Dunmer hero, and a former queen in her own right back in Wayrest. Many years ago she abdicated her throne and retired from public life here with her son. Now that her son has become king, you might expect him to respect her counsel and experience... or not. I pay no attention to MY mother.",,
1,id_8249159212000120868,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"The former king was an old man and had been ill for a while. He had no sons or daughters. Helseth is Llethan's great-nephew -- Barenziah is Llethan's niece. Queen Barenziah renounced her claim to the throne, so, according to Imperial custom, the crown goes to Prince Helseth. He didn't do much, but we assumed he wasn't supposed to. We thought he was just a convenient fiction for Imperial administrative purposes.",,
1,id_19327158352756725056,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"The old king, Athyn Llethan, is dead. Long live King Hlaalu Helseth. Things are pretty grim here in the City of Light since the troubles with Dagoth Ur. Mournhold is Almalexia's city, and she's become more of a Warrior Queen than a Lady of Mercy. And there's always been hostility between the Temple and the Imperial administration, but since Helseth's accession, the tension between Imperial-leaning Dunmer and Almalexia's supporters is much worse.",,
1,id_15323271032745521561,effe_tei,Effe-Tei,Argonian,Male,,,Topic,,"This new ruler, King Hlaalu Helseth, is trying to transform the role of King of Morrowind from a mere Imperial figurehead into a powerful, personalized head of state. Athyn Llethan, the previous king, was old and dignified, but few took him seriously. Helseth, by contrast, is dynamic and ambitious. Before Morrowind entered the Empire, the Dunmer had no kings, and many Dunmer prefer the old system of council rule, but Imperial partisans want a strong king along Western Imperial lines.",,
1,id_17364105782712117012,effe_tei,Effe-Tei,Argonian,Male,,,Greeting,,Yes? Do you seek transport to Vvardenfell?,,
1,id_1313830142681810318,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,Have you found the key?,,
1,id_574964682444529983,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,Have you found the key? Will you ley me go free?,,
1,id_11801246712219815016,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,"I am surprised you are willing to listen... Will you help us? I was a sorcerer in Black Marsh, but I cannot cast spells with these slave bracers on. Will you find the key to our slave bracers and free us? There may be a key here, but we have not yet found it. I am sure there is a key in Tel Branora.",,
1,id_2238726501446923625,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,I would rather die free than be a slave again.,,
1,id_249031216323516666,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,I would rather die free than be a slave again.,,
1,id_18195562447755,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,"If you set me free, I will free any slaves that remain here and lead them to safety.",,
1,id_1942430040302163712,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,"If you want to set us free, look for the key to our bracers somewhere here in the egg mine or in Tel Branora.",,
1,id_130725390249541486,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,"Therana is mad. She demands more and more kwama eggs, and when the mine is empty, she still demands more. I delivered the eggs last time, and found she was not even eating them. She was decorating her home with rotting kwama eggs. It was then I decided I could not go on.",,
1,id_981612079163648130,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,"Yes, I am free now. I will free the others and lead them back to Black Marsh.",,
1,id_2405121217174931000,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,"Yes, I will free the other slaves. I will guide them back to Black Marsh when it is safe.",,
1,id_199641425381905494,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,"Yes, I will free the others. Soon we will return to Black Marsh.",,
1,id_27644243831807731996,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,"Yes, we are rebelling. If Therana sent you, go ahead and kill us.",,
1,id_16952255022479118023,eleedal_lei,Eleedal-Lei,Argonian,Male,,,Topic,,"You will free us? I am not sure I believe you... Very well. Try and find a key to my slave bracers in Tel Branora or here in the egg mine. Once I am free, I will let the others go free and lead them to safety.",,
1,id_3039836581354118459,gah_julan,Gah Julan,Argonian,Male,,,Greeting,,Do you have the key to these bracers? Will you let me go free?,,
1,id_520421455239399130,gah_julan,Gah Julan,Argonian,Male,,,Topic,,You have the key. Will you let me go free?,,
1,id_176830091228613468,grey_throat,Grey-Throat,Argonian,Male,,,Topic,,"To the north and west I have heard, but it is just stories that are told.",,
1,id_20892221071880717105,heem_la,Heem-La,Argonian,Male,Mages Guild,Conjurer,Topic,,Sorry. I can't help you.,,
1,id_1577179112393321981,hides_his_eyes,Hides His Eyes,Argonian,Male,,,Topic,,"Narese Athrys said she ran into a rogue Telvanni base out in the middle of the ashlands. Unfortunately, when she used her Almsivi Intervention to escape, she failed to note her position. All she could say was that she was somewhere in the ashlands between Foyada Mamaea on the west and Foyada Ashur-Dan on the east, and north of Lake Nabia. That covers a lot of empty territory.",,
1,id_16268261551364922297,hides_his_eyes,Hides His Eyes,Argonian,Male,,,Topic,,"The bounty hunter? Too much in the bottle, I think. Good pay, though. An honest man in his own way.",,
1,id_758138361772517488,hides_his_eyes,Hides His Eyes,Argonian,Male,,,Topic,,"The slave trader. Bad man. Hunts my people down. Deserves to be dead, that one does.",,
1,id_7136119893189430958,hides_his_eyes,Hides His Eyes,Argonian,Male,,,Topic,,"Yes, that is me. What can I do for you?",,
1,id_2865910574287401019,hides_his_eyes,Hides His Eyes,Argonian,Male,,,Topic,,"Yes, the escaped slave. Hunted for many weeks, we did. Took the bounty hunter all around this area looking for him. Never caught him, though. No, never caught him.",,
1,id_810575671423331853,hides_his_eyes,Hides His Eyes,Argonian,Male,,,Topic,,You are a good friend. I thank you. I will let others know what you have done for me today.,,
1,id_7783853278979516,hides_his_eyes,Hides His Eyes,Argonian,Male,,,Topic,,"You found my secret, you did? I'll not try to hide it from you. I am the one the bounty hunter seeks. What of it? He would take me back to the slavers. That is not for me. So I dragged him around the wilderness for a while...what of it? Does he not deserve it, the drunken fool? And he paid me well! So, you know my secret. What will you do with it? You will not tell, will you?",,
1,id_83652556926559507,hides_his_eyes,Hides His Eyes,Argonian,Male,,,Topic,,You told that idiot my secret! Fetcher! I will never go back!,,
1,id_18532298121074631179,hides_his_eyes,Hides His Eyes,Argonian,Male,,,Topic,,You would tell that fool? I will not go back. I will never go back!,,
1,id_11723330318197440,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,Are you here to set me free? Should we travel together?,,
1,id_682614364110283712,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,Do you want me to wait here?,,
1,id_22181768139641505,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,"Go free? No, I am old and could not make it on my own.",,
1,id_19368100642146022770,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,"I am lost, %PCName. I do not know how to get to the farm.",,
1,id_2764738682809023966,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,"I delivered a message to his assassins, Ranes and Navil Ienith. The message was a plot to kill his brother, Duke Vedam Dren. This message is in the basement of Dren's Villa, behind two locked and trapped doors, in a small chest on a bookshelf. If you ever need to influence Orvan Dren, this book would be ideal.",,
1,id_9933310511522421752,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,"I thank you, %PCRace. You have truly led me to freedom.",,
1,id_3250722142527710766,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,I will follow you. I must get to Sterdecan's Farm.,,
1,id_16891238512691666,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,I will stay here until you tell me it is safe to go on.,,
1,id_19948229631735613450,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Greeting,,Ilmeni sent you? Shall we travel together?,,
1,id_1258920092236577165,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,"Perhaps, but not today. I must travel with Sterdecan until he passes me on to another. If all goes well, I will see my homeland again.",,
1,id_1246856681164115499,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,Shall I follow you now?,,
1,id_455893592159119781,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,Sterdecan's Farm is north and east along the road from Dren Plantation. I think we are northeast of the farm.,,
1,id_19740681390317868,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,Sterdecan's Farm is north and east along the road from Dren Plantation. I think we are northwest of the farm.,,
1,id_1497216450599311998,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,Sterdecan's Farm is north and east along the road from Dren Plantation. I think we are southeast of the farm.,,
1,id_13823257831775515373,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,Sterdecan's Farm is north and east along the road from Dren Plantation. I think we are southwest of the farm.,,
1,id_6867731617133239,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Greeting,,"Thank you for my freedom, %PCRace. I know a little secret about Orvas Dren you might find useful.",,
1,id_394322848179530855,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Greeting,,"Yes, %PCRace? What can I do for you?",,
1,id_19111110603127916876,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,"Yes, I am free now.",,
1,id_9174123773273419598,hides_his_foot,Hides-His-Foot,Argonian,Male,,,Topic,,"Yes, thank you for bringing me to Sterdecan's Farm.",,
1,id_19839148032677922528,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Greeting,,"Are we ready to travel together to Jobasha's Rare Books? When we arrive at my friend's bookstore, I will answer your questions there.",,
1,id_32032233333075511010,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Greeting,,"Are we ready to travel together to Jobasha's Rare Books? When we arrive at my friend's bookstore, I will answer your questions there.",,
1,id_865150572081815768,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Greeting,,"As I said, I cannot speak with you. I am busy. Please leave me alone.",,
1,id_30152176278592737,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Greeting,,"Hello again, %PCName. I trust I find you well. Is there anything else you'd like to ask about?",,
1,id_214762656075065054,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"I am an Imperial citizen, and I believe slavery should be outlawed, as it is elsewhere in Tamriel. Many of Tamriel's people once practiced slavery, but have now rejected it as cruel and immoral. I hope that in my lifetime, slavery might be outlawed in Morrowind, but the Armistice confirmed slavery as lawful, and the Great Houses strongly resist any diminishment of the rights guaranteed by that ancient agreement between the Empire and the Dunmer.",,
1,id_3068424990761519691,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"I am in the service of the Morag Tong, a modest Thrall in rank, and by vocation and training an agent and executioner. In my private life, I am a student of history. There is little else to tell.",,
1,id_812889902870914474,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"I am only a low-ranking member. But pauper and commoner do not suffer from war here as they do in the West, thanks to the honored traditions of House War and the Morag Tong. I am an Argonian, yet they treat me with respect. If you are curious, find a copy of 'The Black Glove.' But please... do not mistake us for the Dark Brotherhood! The Dark Brotherhood is a perversion of ancient Dunmer traditions. They have sold their honor for profit, and are no more than a league of murderers-for-hire.",,
1,id_8610183342453224014,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"I gave you a summary for Caius. Feel free to read it, of course.",,
1,id_2507632029393927903,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Greeting,,"I welcome you as the friend of my friend, %PCName. But I wish to go to my friend's bookstore, and these troublesome fools are in my way. I have tried to persuade them, but they hate my race, and I fear there will be violence. Perhaps if you speak with them... but be careful... and be ready.",,
1,id_29785265952505025419,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Greeting,,"I'm sorry, but I cannot speak with you. I am preoccupied with my own affairs.",,
1,id_18570152562529728154,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"I'm sorry. I don't know why you'd tell me this. In the old country, they set great store by dreams and omens. But I am an educated creature. Dreams mean nothing. They are just... fancies. Imagination.",,
1,id_2076565943043228859,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"In modern times Morrowind is ruled by five Great Houses: House Hlaalu, House Redoran, House Telvanni, House Indoril, and House Dres. Great Houses culture is partly defined by its roots in ancient Dunmer tribal clans, and partly by later Imperial  influences from other Western cultures. The Great Houses culture is only one of the native Dunmer cultures of Morrowind. The other native culture, the Ashlander culture, is a nomadic barbarian culture largely untouched by Imperial influences.",,
1,id_2514812727579616094,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"In the First Era, the nomadic Ashlanders and the settled Dunmer clans were much alike, but after the First Council and the formation of the Great Houses, Ashlanders have been steadily forced into the poorest and most hostile lands. Now the nomadic tribes look to the prophesied return of Nerevar for a restoration of their ancient rights and religious traditions.",,
1,id_54798713897229548,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"In the past, some have claimed to be the reincarnated Nerevar. The most recent is known as Peakstar, a figure of legend among the Wastes tribes for the last 30 years. The Temple says these false Incarnates disprove the prophecies, since the false Incarnates fail and come to nothing, but the mystical Nerevarine cult glorifies rather than shrinks from contradictions, citing the appearance of 'failed Incarnates' as certain proof of Nerevar's coming rebirth.",,
1,id_1456028451504124491,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"It saddens and angers me. I am sorry for their deaths, and for your trouble. But I hate the custom of despising another on account of his race, and I cannot forgive the narrowness of mind and poverty of spirit that assures them of their right to abuse and attack me for spite, or on a whim.",,
1,id_1148127894337523673,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"I've never heard of such a thing. House Dagoth was the Sixth House, but in the War of the First Council, they betrayed the other Great Houses, and were destroyed for their treason. But I've never heard of anyone worshipping them. Dagoth Ur, the ancient head of House Dagoth, is the Devil of the Tribunal faith, but I've never heard of anyone worshipping him, either.",,
1,id_1483177021240631153,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Greeting,,I've told you what I know about the Nerevarine cult. I hope Caius finds it helpful. Is there anything else you'd like to ask about?,,
1,id_25959241042036428043,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"Jobasha is a friend of mine, a Khajiit. He owns Jobasha's Rare Books, which has a wide selection of rare and obscure books. He has very passionate moral and political views, which he shares freely. As a result, he and his bookshop arouse strong feelings in some quarters.",,
1,id_17028559651117987,huleeya,Huleeya,Argonian,Male,Morag Tong,Thrall,Topic,,"Jobasha's Rare Books is a bookshop with a wide selection of rare and obscure books. My friend, Jobasha, a Khajiit, is the owner.",,
