Done,InfoId,SpeakerId,SpeakerName,Race,Gender,Faction,Rank,Type,PCRank,Dialogue
,id_7369323042729617853,daric bielle,Daric Bielle,Breton,Male,,,Greeting,,"Well, hey there. S'fine place this is, huh? S'fine place. Good place for me to jusht forget about my troubles. No use thinking about them. Stupid slaves. Why they gotta run? Huh? Sure, be nothing to do if they didn't. But why they gotta hide, too?"
,id_4187652432496126,detritus caria,Detritus Caria,Breton,Male,,,Topic,,"Oh how wonderful! This is exactly what I wanted. Thank you so much, %PCName. I hereby designate you the Champion of Clutter! Take this money as a token of my appreciation. Come back again and I may have more work for you."
,id_2942493341947127057,detritus caria,Detritus Caria,Breton,Male,,,Topic,,"Oh, that's truly a pity. I must hereby abolish your title of Champion of Clutter. Please leave me now."
,id_1910962682869830156,detritus caria,Detritus Caria,Breton,Male,,,Greeting,,"Oh, you again. Come to view my collection and wonder what glory might have been yours, eh?"
,id_396017539366711941,Geon Auline,Geon Auline,Breton,Male,,,Topic,,"It's one of several made by artisans during the Second Age.  They were crafted for a group of Dunmer nobles, each bearing a mark of the owner.  Of course, it takes a trained eye to distinguish one from a normal dagger...  I've acquired all but the Droth Dagger, and have recently been made aware that the widow Arnsa Thendas is in possession of one.  Would you be willing to help me retrieve it?"
,id_1945021127734422272,jocien ancois,Jocien Ancois,Breton,Male,Imperial Cult,Acolyte,Greeting,,I dare not leave until these outcast Erabenimsun have been dealt with.
,id_407135631343823816,jocien ancois,Jocien Ancois,Breton,Male,Imperial Cult,Acolyte,Greeting,,You have dealt with my captors. I will find my own way back to the Erabenimsun and continue to teach them of the Empire and its ways.
,id_24122278802909716300,jocien ancois,Jocien Ancois,Breton,Male,Imperial Cult,Acolyte,Greeting,,You have dealt with my captors. I will find my own way back to the Erabenimsun and continue to teach them of the Empire and its ways.
,id_28366204472996826245,joncis dalomax,Joncis Dalomax,Breton,Male,Imperial Legion,Knight Errant,Greeting,,"You have killed my captors, and I am grateful. I can find my own way from here."
,id_719213862036229886,listien bierles,Listien Bierles,Breton,Male,Mages Guild,Apprentice,Greeting,,"Is the Scamp really gone? Thank you, whoever you are. This is all my fault."
,id_2535126652162589477,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"Oh...um...hello...hi...that is...nice to know...um...meet you, %PCName. For a second I...I thought you were the courier...with a...a message...that is, with word of...um, my airship. Wait! Is..is that it? Up..there, in the sky..there! Oh...no, it's just a...um...a cliff racer. Ummm...ahhh...yes...ahem...."
,id_1982823872207639745,louis beauchamp,Louis Beauchamp,Breton,Male,,,Greeting,,"The...the amulet has been...found? You have actually recovered...and brought, to ME...the Amulet of Infectious Charm? Oh, how wonderful! %PCName, I am always...and I mean forever...in your debt! Here...please...take this gold. It's the very least...the smallest...thing I could do. You know, I do...that is, I am curious...to know what has happened to the...well, to the airship. After all, it did cost...I mean, a LOT of gold was invested..."
,id_116738688165924716,simine fralinie,Simine Fralinie,Breton,Male,,,Topic,,I've heard of him.
,id_1325214294139454222,simine fralinie,Simine Fralinie,Breton,Male,,,Topic,,You can find him through that door.
1,id_5048125252327530980,chargen class,Socucius Ergalla,Breton,Male,Census and Excise,Agent,Topic,,Hope you'll bring that murderer to justice soon.
,id_313935275227635020,addut-lamanu,Addut-Lamanu,Dark Elf,Female,Ashlanders,Brother,Greeting,,"You have slain one of the peace-loving Erabenimsun. You deserve to die. Though we have no champion to bring us justice, we still have our pride. We will not speak with you, even though you threaten to murder us, too."
,id_1341589332622117393,adusamsi assurnarairan,Adusamsi Assurnarairan,Dark Elf,Female,Imperial Cult,Oracle,Greeting,,"Please. Llaren Terano is a sorcerer and worshipper of Molag Bal. He is a terrible sorcerer, but he also carries a deadly sword. He stripped me and made me his prisoner. That's all I can remember. I can't recall how I got here, or why. I think he has poisoned my mind with spells. If you can recover my ring from Llaren Terano, I can use its enchantments to escape. Please, rescue these slaves, too, if you can. Irvsie Othran has their slave key. Bring me my ring. Please."
,id_13414303251953815124,alarvyne indalas,Alarvyne Indalas,Dark Elf,Female,,,Topic,,"It didn't used to be as much of a problem, but Bolrin at the East Empire Company has been manipulating the prices; I'm sure of it. And he won't give most of us a license to sell the stuff. Actually, I know for a fact that there's a shipment of limeware being held up on a ship in Ebonheart. If you'd be willing to...recover it for me...I would be willing to reward you very generously. Perhaps 1,500 drakes?"
,id_3896279642778817723,alarvyne indalas,Alarvyne Indalas,Dark Elf,Female,,,Topic,,It would be good to get my hands on that shipment. Let me know when you get the pieces.
,id_3009666792526426372,alvela saram,Alvela Saram,Dark Elf,Female,Temple,Diviner,Topic,Layman,Mehra said you would come. I'll say you subdued me with magic and stole my key. It opens all three exterior doors -- the upper back door is best. You'll need other keys for other doors inside. Search for the keys in desks; no one carries keys while on duty. Mehra is in the Prison Keep in the cell on the far right. Mehra said you'd bring scrolls to get out.
,id_2857520032356929682,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Absorption spells transfer fundamental attributes from the victim to the caster. For the duration of the spell, the victim's attributes are drained, while the caster's attributes are increased. At the end of the spell effect, attributes return to normal. The most common of these mysticism spells are: absorb agility, absorb endurance, absorb fatigue, absorb health, absorb intelligence, absorb luck, absorb personality, absorb speed, absorb strength, absorb willpower, and absorb magicka."
,id_791120387531726794,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Altmer -- literally, 'the High, or Cultured People', or 'High Elves' -- are the light-skinned, tall Elven peoples of the Summerset Isles. 'High' is taken to mean variously 'tall', 'proud', and 'culturally snobbish'. In the Empire, 'High Elves' is the common usage."
,id_1607816811823030838,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Attribute-damaging spells actually destroy the eleven fundamental attributes of natural and supernatural beings: agility, endurance, fatigue, health, intelligence, luck, personality, speed, strength, willpower, magicka. The victim's attributes are reduced permanently. The most common of these destruction spells are: curse agility, curse endurance, curse fatigue, curse health, curse intelligence, curse luck, curse personality, curse speed, curse strength, curse willpower, and curse magicka."
,id_32302230132066123021,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Attribute-draining spells reduce the eleven fundamental attributes of natural and supernatural beings: agility, endurance, fatigue, health, intelligence, luck, personality, speed, strength, willpower, magicka. The reduction is only temporary, and the attribute returns to normal after the duration of the magical effect elapses. The most common of these destruction spells are: clumsiness, distraction, exhaustion, gash spirit, misfortune, spite, strain, temptation, torpor, weakness, and wound."
,id_2815193931564914555,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Bal Fell is the 'City of Stone', an ancient First Era ruin in the southeastern islands and promontories of Azura's Coast. The site has a nasty reputation, and several Telvanni wizards currently have competing camps of hirelings and adventurers exploring and looting there. Legend says that Bal Fell was built on the site of an ancient Daedric worship center."
,id_1761920073853717251,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Betmeri, or 'Beastmen', were the aboriginal inhabitants of Tamriel. Each Beast race has its own distinctive accounts of the mythic era before the coming of Elves and Men; each Beast race is as culturally and physically distinct from one another as it is from Elven and Manish races."
,id_224115145702628414,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Chimer -- literally 'the People of the North', an archaic and poetic usage -- were the Elven tribes who followed the prophet Veloth out of the southwest of Tamriel to settle in the lands now known as Morrowind. Dunmer fable says that before their skin turned dark with the Curse, the Dark Elves were known as the Chimer."
,id_11064245183169226838,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Corprus is a deadly disease profoundly affecting a victim's mind and body. Symptoms include dementia, violent behavior, and distorted, disfiguring skin growths. It may be contracted from corprus beasts or other blight monsters."
,id_284861393266941320,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Ebonheart is the seat of the Imperial government for Vvardenfell district, and a busy center of maritime trade. Castle Ebonheart is the home of Duke Vedam Dren, the district's ruler and Emperor's representative. Also located at Castle Ebonheart are the Vvardenfell District Council chambers and the Hawkmoth Legion garrison. The officers, docks, and warehouses of the East Empire Company are also found in Ebonheart."
,id_22690122851932313727,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Elves consider themselves the only 'truly human race', being descended directly from the gods, and regard the Manish and Beast races as highly intelligent animals. On the other hand, Imperial scholars consider Men, Elves, and Beastmen as 'men', on the basis that individuals of all three groups can mate with one another."
,id_329418875114224362,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"High Rock encompasses the many lands and clans of Greater Bretony, the Dellese Isles, the Bjoulsae River tribes, and, by tradition, the Western Reach. The rugged highland strongholds and isolated valley settlements have encouraged the fierce independence of the various local Breton clans, and this contentious tribal nature has never been completely integrated into a provincial or Imperial identity. Nonetheless, their language, bardic traditions, and heroic legends are a unifying common legacy."
,id_16166129550895167,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"House Indoril is one of the five Dunmer Great Houses, and one of the two houses without holdings or interest in Vvardenfell. The city of Mournhold is located in Indoril District, and the Indoril are orthodox and conservative supporters of the Temple and Temple authority. House Indoril is openly hostile to Imperial culture and religion, and preserves many traditional Dunmer customs and practices in defiance of Imperial law."
,id_31271222281465719616,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"In Imperial stories, the dark skin and red eyes of the Dunmer derives from 'the Dark Elven Curse', which was caused by a moral taint, a sorcerous curse, and the pernicious environment of the northeastern wastelands, according to various legends and fables. These stories may be plausibly ascribed to western Imperial racial prejudice and fear of the Dark Elves; such legends play no part in the Dunmer's own accounts of their past."
,id_215368109259289164,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"In Morrowind you worry about three kinds of disease -- common disease, blight disease, and corprus disease. Common disease isn't so bad. You can get cured at shrines or temples easily -- but you need to get cured, or people don't want to talk with you. Blight disease is more serious, and potions and cures are harder come by. Corprus disease can't be cured. And some say vampirism is a disease. But the only cure for a vampire is destroying it. Policy on vampires is 'kill on sight'. Or 'run on sight'."
,id_271739161154546336,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"In Telvanni villages, the settlement is dominated by the wizard's tower, a fantastic organic form grown and sculpted from stems, caps, and root-like holdfasts of the giant native mushrooms. The village itself is comprised of smaller mushroom pods hollowed out for craftsmen and commoners. Open-air markets often include the giant cages displaying the wares of the slavemasters."
,id_2365529848692116598,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Morrowind is the northeastmost province of the Tamrielic Empire, bounded on the north and east by the Sea of Ghosts, on the west by Skyrim, on the southwest by Cyrodiil (also known as the Imperial Province), and on the south by Black Marsh (also known as Argonia.) The southeast is a warm coastal plain with broad cultivated areas and marshes and swamps similar to those found in Black Marsh. The west and south-central region is mountainous and sparsely populated."
,id_7027327552545817126,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Offspring of inter-racial matings have the racial appearance of the mother, but may occasionally share inherited characteristics and abilities of the father. Sloads, dragons, and other sentient races cannot mate with Men, Elves, or Beastmen, and are not considered 'human'. Exceptional accounts of matings between men and daedra do not fit smoothly into this scheme."
,id_2076119060120279127,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Only a ranking challenging noble or a Morag Tong may attack the marked noble; in modern times, Houses routinely engage Morag Tong. This custom permits Houses to war upon one another on a small scale without threatening public peace and rule of law. Such violent disputes among Great Houses are called 'House Wars'."
,id_14244641218337271,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Restore spells restore fundamental attributes reduced by attribute-damaging magical effects. These spells are the only means of restoring attributes injured in this fashion. The most common restoration spells of this kind are: restore agility, restore endurance, restore fatigue, restore health, restore intelligence, restore luck, restore personality, restore speed, restore strength, restore willpower, and restore magicka."
,id_6911126342137425494,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"The Ascadian Isles are the lush, green, well-watered lowlands in the south where most of Vvardenfell's agriculture is found. The area includes Pelagiad, Suran, Vivec City, and Ald Sotha along with the inland lakes and waterways of the Ascadian Isles proper. The urban areas of Vivec and Ebonheart of the southern coast are densely populated; the inland Ascadian Isles are dotted with small farms and large plantations. The climate is temperate and comfortable, with moderate rainfall."
,id_5804186103149014641,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"The Bosmer are the clanfolk of the Western Valenwood forests. In the Empire, they are called 'Wood Elves', but they call themselves the Bosmer, or the 'Tree-Sap' people. They scorn pretense and formality, preferring a romantic, simple existence in harmony with the wild beauty of nature. They are nimble and quick in body and wit, and there are no finer archers in all of Tamriel."
,id_3539264032092816621,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"The Dunmer hate necromancy and the undead, and hate blood vampires in particular. Blood vampires are powerful undead creatures that feed on humanoid blood. The vampire curse is contracted from disease-contaminated blood; victims of vampire attacks sometimes become vampires. There is no known cure for vampirism but the destruction of the vampire. Ash vampires are not blood vampires; though both are powerful immortal undead, ash vampires do not feed on blood, and have no connection with blood vampires."
,id_16095258113072923543,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"The Empire of Tamriel encompasses the nine Imperial provinces: Skyrim, High Rock, Hammerfell, Summerset Isle, Valenwood, Elsweyr, Black Marsh, Morrowind, and the ancient Imperial province itself, Cyrodiil. Dating from the First Era Cyrodiilic Empire, the Empire is almost 4000 years old. But more properly, the current Empire dates from the beginning of the Third Era and the crowning of Tiber Septim as Emperor of Morrowind over 400 years ago. The current emperor is Uriel Septim, 24th of the Septim line."
,id_20731179282108415012,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"The Morag Tong is an assassins guild sanctioned by the Empire to provide three varieties of execution: public executions, private executions, and House Wars executions. Constrained by ancient traditions and rigid codes of conduct, the Morag Tong only recruits candidates of proven skill and honor. Morag Tong only accepts legally approved contracts called 'writs', but rumor hints at the execution of secret extralegal 'grey writs'. The Morag Tong is the sworn enemy of the Dark Brotherhood."
,id_566432123115921054,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"The rocky, rugged archipelago of the northeast is also sparsely populated. Most of the population is gathered in the high uplands and fertile river valleys of central Morrowind, especially around the Inland Sea. The island of Vvardenfell is dominated by the titanic volcano Red Mountain and its associated ash wastelands; most of the island's population is confined to the relatively hospitable west and southwest coast."
,id_73075124305022471,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"The rocky, rugged archipelago of the northeast is also sparsely populated. Most of the population is gathered in the high uplands and fertile river valleys of central Morrowind, especially around the Inland Sea. The island of Vvardenfell is dominated by the titanic volcano Red Mountain and its associated ash wastelands; most of the island's population is confined to the relatively hospitable west and southwest coast."
,id_3085217805288172091,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Unlike spells of the other colleges, there are few variants and versions of the conjuration spells, other than according to effect duration. There are four different classes of conjuration spells: domination spells, summoning spells, bound weapons spells, and bound armor spells."
,id_2048982571475824571,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Vulnerability spells make natural and supernatural creatures more vulnerable to magics based on the elemental forces of fire, frost, magicka, poison, and shock, reducing the chance that a victim will avoid suffering the effects of all or part of a magical attack. The most common of these destruction spells are: weakness to fire, weakness to frost, weakness to shock, weakness to magicka, and weakness to poison."
,id_4676632922705519,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"Vvardenfell District's Grand Council, presided over by the sovereign Lord Vedam Dren, Duke of Ebonheart and Vvardenfell, is dominated by five interest groups: the three Great Houses, the Temple, and the Imperial colonists. The Temple and House Redoran are champions of ancient Dunmer customs and privileges, and uncompromising and intolerant worshippers of the native religion called the Tribunal Temple, which venerates three immortal god-kings -- Lord Vivec, Lord Sotha Sil, and Lady Almalexia."
,id_25752132592427916829,artisa arelas,Artisa Arelas,Dark Elf,Female,,,Topic,,"We Dunmer are the dark-skinned Elven peoples of the Eastern Empire. Dunmer means 'dark elf'. 'Dark' in this sense is variously understood to mean 'dark-skinned', 'gloomy', and 'ill-favored by fate'. The Dunmer and our national character embrace these various connotations with enthusiasm. In the Empire, 'Dark Elves' is the common usage, but in our Morrowind homeland, and among their Aldmeri brethren, we call ourselves the 'Dunmer'."
,id_177111201573998935,aryni orethi,Aryni Orethi,Dark Elf,Female,,,Topic,,I must admit I'm interested in your offer. But not quite interested enough to accept.
,id_30833318593044724904,baleni salavel,Baleni Salavel,Dark Elf,Female,,,Topic,,"From Hla Oad I can take you to Ebonheart, Gnaar Mok, or the Foreign Quarter of Vivec on my ship 'Harpy'."
,id_958165341283322033,barenziah,Barenziah,Dark Elf,Female,,,Topic,,"I understand you have told my son of the death of the goddess and the passing of Sotha Sil. Keep this information close, %PCName. The people of Morrowind will need time to accept what has happened. Until then, continue to watch over them."
,id_84881685219100211,beyte fyr,Beyte Fyr,Dark Elf,Female,,,Topic,,"Yes. Well. Not 'wife' in the 'married' sense. But... you know. 'Paramour'. 'Consort'. Something like that. It's a bit awkward, really. Because... well... he made us, too, so, though we aren't really his daughters or anything, it's LIKE we were his daughters. Because he made us. You see?"
,id_1570919043091617989,bivale teneran,Bivale Teneran,Dark Elf,Female,,,Topic,,"I made a brocade shirt and silk pants for Ienas Sarandas. He gave me half-payment on account, and said he'd pay me the rest later, but it's been weeks, and I have my own bills to pay. Find Ienas Sarandas, get the overdue payment of 360 drakes he owes me, or get the shirt and pants and bring them back to me, and I'll give you 50 drakes for your services."
1,id_98057901253811951,darvame hleran,Darvame Hleran,Dark Elf,Female,,,Topic,,"Oh. Yes. He steers business my way, and I do him a little favor now and then. Poor fellow. I don't think he's happy here on Vvardenfell."
,id_61732174167695615,Daynas Darys,Daynas Darys,Dark Elf,Female,,,Topic,,"My ship, 'Saucy', can take you from the docks here at Tel Aruhn to the docks at Dagon Fel, Vos, and Tel Mora."
,id_12285723197411650,dorisa darvel,Dorisa Darvel,Dark Elf,Female,,,Topic,,I may have a copy of 'Nchunak's Fire and Faith'. Let me check...
,id_6024184862763024602,drelasa ramothran,Drelasa Ramothran,Dark Elf,Female,,,Topic,,"Welcome, %PCName. I don't know who's in at the moment, but look around. And I'm not the best source for the latest gossip, either. Talk to the folks who've been out there, they know what's hot."
,id_3128027972622610355,drulene falen,Drulene Falen,Dark Elf,Female,,,Topic,,"Corky, huh? He's too old to butcher, but he looks like he was a fine guar in his youth. I could use him as a stud. Would you take 200 drakes for him?"
,id_245652985833489818,drulene falen,Drulene Falen,Dark Elf,Female,,,Topic,,"Here you go, %PCName. After a hard day there's nothing better than chewing some hackle-lo."
,id_301263193062394210,drulene falen,Drulene Falen,Dark Elf,Female,,,Topic,,"Here you go, %PCName. After a hard day there's nothing better than chewing some Hackle-Lo."
,id_98912534277406261,drulene falen,Drulene Falen,Dark Elf,Female,,,Topic,,"It can be an acquired taste. Thanks again, %PCName."
,id_1771315410164212422,drulene falen,Drulene Falen,Dark Elf,Female,,,Topic,,"It can be an acquired taste. Thanks again, %PCName."
,id_17770125132606815584,drulene falen,Drulene Falen,Dark Elf,Female,,,Topic,,"You killed the mudcrabs that were bothering my guar? Thank the Tribunal! I might not have to move back to Tear after all... You look tired, %PCName. Can I offer you some Hackle-Lo?"
,id_3704151602294232305,dulnea ralaal,Dulnea Ralaal,Dark Elf,Female,,,Topic,,"Yes. I see. Perhaps you are right. There's no cheaper way to gather goodwill than to buy a little of it. And the goodwill of the Imperial cult may be worth something in this town, as you say. Very well. Here's a bottle of Cyrodiilic brandy for your cult's fund-raising dinner, with my compliments and best wishes."
,id_27472738513619092,edryno arethi,Edryno Arethi,Dark Elf,Female,Hlaalu,House Cousin,Topic,,I just gave you a key. Go to Yngling Half-Troll's basement and kill the blighted rats. Try and leave the healthy rats alone.
,id_11960240381817931376,edryno arethi,Edryno Arethi,Dark Elf,Female,Hlaalu,House Cousin,Topic,,The Zainab camp is southwest of Vos in the Grazelands region. I will mark it on your map since it is easy to get lost in the Grazelands.
,id_8157204351964418510,edryno arethi,Edryno Arethi,Dark Elf,Female,Hlaalu,House Cousin,Topic,,Then what are you doing here?
,id_215926180705322733,edryno arethi,Edryno Arethi,Dark Elf,Female,Hlaalu,House Cousin,Topic,,There's been a lot of merchants around here killed recently. I hope the guards catch whoever is responsible.
