Delf M,Delf F,Helf M,Helf F,Welf M,Welf F,Orc M,Orc F,Khj M,Khj F,Arg M,Arg F,Imp M,Imp F,Nrd M,Nrd F,Brt M,Brt F,Rdg M,Rdg F,InfoId,SpeakerId,SpeakerName,Race,Gender,Faction,Rank,Type,PCRank,Dialogue
,,,,,,,,,,,,,,,,,,,,id_13705148281386710780,,,,,,,Topic,,"House Redoran is really steamed up about the Caldera land grab. They say that Caldera is in their territory, and that they should have gotten the charter. Worse yet, they say that Hlaalu is skimming the top off the Imperial fatcat company that got the charter. Since it's an Imperial company, Redoran can't even get a House War contract on it. It'll come to violence, you mark my words."
,,,,,,,,,,,,,,,,,,,,id_2416674201522110901,,,,,,,Topic,,"Most Ashlanders wish all foreigners and their false gods could be driven from Morrowind. At very least, Ashlanders wish the foreign devils would leave them in peace. Ashlanders think it shameful to attack unarmed persons, but they will kill without hesitation an armed person who offends them or their clan laws. No Ashlander is fool enough to make war against the Empire. However, if such a war might be won, many Ashlanders might cheerfully give their lives to win such a war."
,,,,,,,,,,,,,,,,,,,,id_13627521131444740,,,,,,,Topic,,"Most Ashlanders wish all foreigners and their false gods could be driven from Morrowind. At very least, Ashlanders wish the foreign devils would leave them in peace. Ashlanders think it shameful to attack unarmed persons, but they will kill without hesitation an armed person who offends them or their clan laws. No Ashlander is fool enough to make war against the Empire. However, if such a war might be won, many Ashlanders might cheerfully give their lives to win such a war."
,,,,,,,,,,,,,,,,,,,,id_70842322873220328,,,,,,,Topic,,"Most Ashlanders wish all foreigners and their false gods could be driven from Morrowind. At very least, Ashlanders wish the foreign devils would leave them in peace. Ashlanders think it shameful to attack unarmed persons, but they will kill without hesitation an armed person who offends them or their clan laws. No Ashlander is fool enough to make war against the Empire. However, if such a war might be won, many Ashlanders might cheerfully give their lives to win such a war."
,,,,,,,,,,,,,,,,,,,,id_1019220081550315368,,,,,,,Topic,,"Most Ashlanders wish all foreigners and their false gods could be driven from Morrowind. At very least, Ashlanders wish the foreign devils would leave them in peace. Ashlanders think it shameful to attack unarmed persons, but they will kill without hesitation an armed person who offends them or their clan laws. No Ashlander is fool enough to make war against the Empire. However, if such a war might be won, many Ashlanders might cheerfully give their lives to win such a war."
,,,,,,,,,,,,,,,,,,,,id_2428531902312594902,,,,,,,Topic,,"No Ashlander is fool enough to make war against the Empire. However, if such a war might be won, many Ashlanders might cheerfully give their lives to win such a war."
,,,,,,,,,,,,,,,,,,,,id_17235143183169831218,,,,,,,Topic,,"Ashlanders think it shameful to attack unarmed persons, but they will kill without hesitation an armed person who offends them or their clan laws."
,,,,,,,,,,,,,,,,,,,,id_18930189101305619139,,,,,,,Topic,,"Most Ashlanders wish all foreigners and their false gods could be driven from Morrowind. At very least, Ashlanders wish the foreign devils would leave them in peace."
,,,,,,,,,,,,,,,,,,,,id_6578231932671831,,,,,,,Topic,,"It is safe to walk around an Ashlander camp, but risky to talk with Ashlanders, especially if you do not know their customs, since they may take offense at your speech, and challenge you. When visiting, speak with the people; you cannot receive an invitation to enter a yurt or tent without speaking with an Ashlander. If an Ashlander gives you permission to enter a khan or wise woman's yurt, you are welcome, but enter a khan or wise woman's tent without invitation, and the whole tribe will attack you."
,,,,,,,,,,,,,,,,,,,,id_1624636952117613763,,,,,,,Topic,,"If an Ashlander gives you permission to enter a khan or wise woman's yurt, you are welcome, but enter a khan or wise woman's tent without invitation, and the whole tribe may attack you."
,,,,,,,,,,,,,,,,,,,,id_1884810125204611315,,,,,,,Topic,,"When visiting an Ashlander camp, you must speak with the people, since you cannot receive an invitation to enter an ashkhan or wise woman's yurt without speaking with an Ashlander."
,,,,,,,,,,,,,,,,,,,,id_22320314842451411860,,,,,,,Topic,,"It is safe to walk around an Ashlander camp, but risky to talk with Ashlanders, especially if you do not know their customs, since they may take offense at your speech, and challenge you."
,,,,,,,,,,,,,,,,,,,,id_10696119082769915631,,,,,,,Topic,,"In Telvanni villages, the settlement is dominated by the wizards tower, a fantastic organic form grown and sculpted from stems, caps, and root-like holdfasts of the giant native mushrooms. The village itself is comprised of smaller mushroom pods hollowed out for craftsmen and commoners. Open-air markets often include the giant cages displaying the wares of the slavemasters."
,,,,,,,,,,,,,,,,,,,,id_10635168362742624578,,,,,,,Topic,,"House Hlaalu would much rather have the Caldera charter, thank you very much, and run those ebony mines ourselves. But it hasn't worked out so badly. The Imperial Caldera Mining Company is laying out the cash and doing the work, and we're talking the cream off the top in graft and bribes. No wonder Redoran is angry. And when they're angry, they're dangerous."
,,,,,,,,,,,,,,,,,,,,id_2912899652468325286,,,,,,,Topic,,"You've got to hand it to the daemon-charmers. They surprised us. The Telvanni got these little groups squatting down all over the island, and we've done little to stop them. They're going to be tough to root out. It's going to cost money and lives. But we better make the investment now, before it's too late."
,,,,,,,,,,,,,,,,,,,,id_2679445512950427211,,,,,,,Topic,,Perhaps Jobasha in Vivec has a copy.
,,,,,,,,,,,,,,,,,,,,id_2887831296192128811,,,,,,,Topic,,Edwinna Elbert in Ald'ruhn is a scholar of the Dwemer. Ask her.
,,,,,,,,,,,,,,,,,,,,id_30257273711967514134,,,,,,,Topic,,"Vivec City presents a unique panorama of high Dunmer architectural style. Grand multi-tiered blocks are arranged along canals. High bridges lead across the canals to block-top plazas and markets, while below gondoliers guide flat-bottomed skiffs along the canals. The whole city is overshadowed by the grand monumental architectures of Vivec's Palace and the Archcanon's High Fane."
,,,,,,,,,,,,,,,,,,,,id_2172160452916926446,,,,,,,Topic,,The thefts began not to long ago. Talk to Irgola and Elmussa Damori. They both moved here recently.
,,,,,,,,,,,,,,,,,,,,id_3276180922507331034,,,,,,,Topic,,"I would start by interrogating our most recent residents, Elmussa Damori and Irgola the Pawnbroker."
,,,,,,,,,,,,,,,,,,,,id_261013111687204578,,,,,,,Topic,,I just work here.
,,,,,,,,,,,,,,,,,,,,id_568313261821125190,,,,,,,Topic,,%Name knows nothing of this.
,,,,,,,,,,,,,,,,,,,,id_2791558542250031918,,,,,,,Topic,,I don't know. Where did you last see them?
,,,,,,,,,,,,,,,,,,,,id_980825976575721993,,,,,,,Topic,,"Yes, Arielle has a staff like that."
,,,,,,,,,,,,,,,,,,,,id_2412518277342713616,,,,,,,Topic,,"You're welcome to rest in our beds. Speak with the others here, and you may find they can be of service in various ways."
,,,,,,,,,,,,,,,,,,,,id_220543871184584071,,,,,,,Topic,,"Only recently open to settlement and trade, most of the island's population is confined to the relatively hospitable west and southwest coast, centered around the ancient city of Vivec and the old Great House district centers at Balmora, Ald'ruhn, and Sadrith Mora. The rest of the island is covered by hostile desert wastes, arid grasslands, and volcanic badlands, and thinly populated by the nomadic Ashlander tribes."
,,,,,,,,,,,,,,,,,,,,id_8808113602050518,,,,,,,Topic,,"Morrowind is the northeastmost province of the Tamrielic Empire, bounded on the north and east by the ocean, on the west by Skyrim, on the southwest by Cyrodiil (also known as the Imperial Province), and on the south by Black Marsh (also known as Argonia). Vvardenfell District consists of the island of Vvardenfell, surrounded by the Inland Sea, and dominated by the titanic volcano Red Mountain and its associated ash wastelands."
,,,,,,,,,,,,,,,,,,,,id_1694522989515011196,,,,,,,Topic,,"In sparsely populated Telvanni District, the few Telvanni tower towns are essentially large villages dominated by monumental wizard tower complexes."
,,,,,,,,,,,,,,,,,,,,id_248291044815813780,,,,,,,Topic,,"Town and city folk live either in the metropolitan style of Vivec City, the native urban style of towns like Ald'ruhn, or the Imperial style of recent settlements like Caldera."
,,,,,,,,,,,,,,,,,,,,id_2608715908248836834,,,,,,,Topic,,"Rural people live in Dunmer village style, groups of small huts centered around Temple compounds."
,,,,,,,,,,,,,,,,,,,,id_1073914338155675105,,,,,,,Topic,,"The smallest settlements are Ashlander nomadic camps, comprised of small portable huts."
,,,,,,,,,,,,,,,,,,,,id_809627041292051894,,,,,,,Topic,,"The smallest settlements are Ashlander nomadic camps, comprised of small portable huts. Rural people live in Dunmer village style, groups of small huts centered around Temple compounds. Town and city folk live either in the metropolitan style of Vivec City, the urban style of towns like Ald'ruhn, or the Imperial style of recent settlements like Caldera. In sparsely populated Telvanni District, the few Telvanni tower towns are essentially large villages dominated by monumental wizard tower complexes."
,,,,,,,,,,,,,,,,,,,,id_48238562911418558,,,,,,,Topic,,"The first government of all Morrowind was called the First Council, comprised of representatives from all the Dunmer Great Houses. This First Council mobilized to suppress a civil war. A rebel house, House Dwemer, joined with Nord and Orc clans to invade northern Morrowind. The rebels, invaders, and a traitor house, House Dagoth, were finally defeated and destroyed at the Battle of Red Mountain. See Agrippa Fundilius' book, The War of the First Council, for a more complete account."
,,,,,,,,,,,,,,,,,,,,id_2384261521275621885,,,,,,,Topic,,"We are shunned by almost all who live in the sunlight. While some mages will tolerate us, all others consider us abominations. And the sunlight...do not walk in the sunlight. It will be your death."
,,,,,,,,,,,,,,,,,,,,id_104991123173219165,,,,,,,Topic,,"We are shunned by almost all who live in the sunlight. While some mages will tolerate us, all others consider us abominations. And the sunlight...do not walk in the sunlight. It will be your death."
,,,,,,,,,,,,,,,,,,,,id_16948308683099914881,,,,,,,Topic,,"We are shunned by almost all who live in the sunlight. While some mages will tolerate us, all others consider us abominations. And the sunlight...do not walk in the sunlight. It will be your death."
,,,,,,,,,,,,,,,,,,,,id_1481222609501624278,,,,,,,Topic,,"The %Faction can forgive your actions this one time only, %PCRank %PCName. Your record will be permanently marred by this incident. Now return to your post."
,,,,,,,,,,,,,,,,,,,,id_14489240592437315372,,,,,,,Topic,,I see.
,,,,,,,,,,,,,,,,,,,,id_290110001045713535,,,,,,,Topic,,You had your chance and you blew it. Get out of my sight.
,,,,,,,,,,,,,,,,,,,,id_16481230832111917664,,,,,,,Topic,,"Your activities have led some to question your allegiance. At the moment there is some debate as to your continued affiliation with the Imperial Legion. Would you care to explain yourself, %PCRank %PCName? This had better be good."
,,,,,,,,,,,,,,,,,,,,id_105063252452481482,,,,,,,Topic,,We could use a few recruits here in the Deathshead Legion garrison. See General Darius.
,,,,,,,,,,,,,,,,,,,,id_221895054762112082,,,,,,,Topic,,"All the garrisons are presently at full strength. Except, perhaps, the Deathshead Legion at Fort Darius, in the West Gash near the village of Gnisis. If you're interested, you'll have to talk to General Darius there."
,,,,,,,,,,,,,,,,,,,,id_231787716240629886,,,,,,,Topic,,"Uriel Septim is sick, and wizards say his heir, Geldall Septim, and the younger Septims, Enman and Ebel, are just doppelgangers placed in the household during Jagar Tharn's tenure as Imperial Battlemage. They say the Guard charged a mob demanding destruction of the false heirs... lots of folks were killed."
,,,,,,,,,,,,,,,,,,,,id_292531804432634565,,,,,,,Topic,,"You are now %PCName the %NextPCRank in the Fighters Guild. Work hard, follow orders, and you'll do just fine. Seek me out if you feel you are ready for advancement."
,,,,,,,,,,,,,,,,,,,,id_2498952861388531122,,,,,,,Topic,,"Your duties are to your Lords and brethren. In all ways, proceed with honor and valor. Keep a keen and watchful mind and never succumb to the craven tricks of the weak. As a member, you are permitted to use items in our equipment chest. It is traitorous to fight or thieve from other members of your guild. If you break these rules, you must speak with at least a Warder of the Guild to redeem your standing. Do you feel you can uphold these simple ideals?"
,,,,,,,,,,,,,,,,,,,,id_20537145132165415588,,,,,,,Topic,,"The Fighters Guild can forgive your actions this one time only, %PCRank %PCName. Personally, I'd like to kick your backside up around your ears, but there are some who think you might amount to something. You're back in."
,,,,,,,,,,,,,,,,,,,,id_24869190251394419206,,,,,,,Topic,,Hmmm. No skin off mine.
,,,,,,,,,,,,,,,,,,,,id_9302122742326012,,,,,,,Topic,,Worthless traitor. Get out of my sight.
,,,,,,,,,,,,,,,,,,,,id_16586289352405617021,,,,,,,Topic,,"You've been expelled from the Fighters Guild. We take the Fighters Guild Charter very seriously. If you break the rules just once, we think of it as a lesson. If you clear your name, you can be a member again. Do you wish to clear your name?"
,,,,,,,,,,,,,,,,,,,,id_31641126011843119037,,,,,,,Topic,,"You are already a member of the Fighters Guild, %PCName."
,,,,,,,,,,,,,,,,,,,,id_2739375643256517662,,,,,,,Topic,,"You look like you could take care of yourself. Before I sign you up, you might want to look at the Fighters Guild Charter. Are you ready to sign up now?"
,,,,,,,,,,,,,,,,,,,,id_87143819197936888,,,,,,,Topic,,The Fighters Guild can't just sign up anyone. You don't meet our requirements.
,,,,,,,,,,,,,,,,,,,,id_1018916464320806716,,,,,,,Topic,,You might find a copy at Jobasha's Rare Books in Vivec.
,,,,,,,,,,,,,,,,,,,,id_17750258732785324516,,,,,,,Topic,,"Donation for the Imperial cult? Have you been eating magic mushrooms, pal? Don't talk to me Talk to Banor Seran. He runs the Council Club. And I'm sure he'll find your request amusing."
,,,,,,,,,,,,,,,,,,,,id_544810696151965066,,,,,,,Topic,,Talk to Dulnea Ralaal. She's the proprietor.
,,,,,,,,,,,,,,,,,,,,id_3235431032197615597,,,,,,,Topic,,Talk to Benunius Agrudilius. He owns the Lucky Lockup.
,,,,,,,,,,,,,,,,,,,,id_1616291361317616918,,,,,,,Topic,,Talk to Bacola Closius. He owns the South Wall.
,,,,,,,,,,,,,,,,,,,,id_6579323322208010346,,,,,,,Topic,,This is her shop.
,,,,,,,,,,,,,,,,,,,,id_77324769295926134,,,,,,,Topic,,Her shop is a two-story building on the northwest side of town.
,,,,,,,,,,,,,,,,,,,,id_244446407314743471,,,,,,,Topic,,"West of the Odai River, looking up towards the Temple, the Fighters Guild is halfway up on your right. They're always looking for people. If you're thinking of joining up, ask for Eydis Fire-Eye, the local Guild Steward."
,,,,,,,,,,,,,,,,,,,,id_1111016441308420515,,,,,,,Topic,,Show some respect! You are in the most stalwart guild of warriors this side of death. Eydis Fire-Eye is Guild Steward here. Seek her out if you think you have the right stuff.
,,,,,,,,,,,,,,,,,,,,id_3221813379886029541,,,,,,,Topic,,"%PCRank, what can be said. We are the few, the proud, the ... under-paid! HarHarHar!"
,,,,,,,,,,,,,,,,,,,,id_221858775371129315,,,,,,,Topic,,%Name owns no copies of Chronicles of Nchuleft. Speak with Jobasha in Vivec. Jobasha has many rare books.
,,,,,,,,,,,,,,,,,,,,id_183046666343215,,,,,,,Topic,,Try Jobasha's Rare Books in the Market Canton.
,,,,,,,,,,,,,,,,,,,,id_113033264784513703,,,,,,,Topic,,Try Jobasha's Rare Books in the Market Canton.
,,,,,,,,,,,,,,,,,,,,id_2861191472954228655,,,,,,,Topic,,"Chronicles of Nchuleft? It is a very rare book, but you might find a copy in Vivec."
,,,,,,,,,,,,,,,,,,,,id_3072729673117314254,,,,,,,Topic,,Cunius Pelelius and Odral Helvi run the show here. I wouldn't mess with them if I were you.
,,,,,,,,,,,,,,,,,,,,id_2952311556635128509,,,,,,,Topic,,Tell it to the boss.
,,,,,,,,,,,,,,,,,,,,id_277352636720417650,,,,,,,Topic,,Tell it to the boss.
,,,,,,,,,,,,,,,,,,,,id_1406841603252715081,,,,,,,Topic,,I get my drakes every week and keep my eyes shut. You want to see what's going on? Go bother those guys at the Governor's Hall.
,,,,,,,,,,,,,,,,,,,,id_9582146241951425985,,,,,,,Topic,,Are you accusing me of something?
,,,,,,,,,,,,,,,,,,,,id_980930322585931972,,,,,,,Topic,,I don't know what you're talking about.
,,,,,,,,,,,,,,,,,,,,id_276861034410525835,,,,,,,Topic,,Yeah.
,,,,,,,,,,,,,,,,,,,,id_17838616529388421,,,,,,,Topic,,"Why, no. I don't know anyone like that. Everyone here at the Council Club thinks that Nine-Toes murdered Ralen Hlaalo."
,,,,,,,,,,,,,,,,,,,,id_2830442713314981,,,,,,,Topic,,That could be Thanelen Velas at the Council Club over by the Silt Strider.
,,,,,,,,,,,,,,,,,,,,id_16847192888244229,,,,,,,Topic,,Hmm... I believe Thanelen Velas over at the Council Club might fit that description.
,,,,,,,,,,,,,,,,,,,,id_16672167983165910426,,,,,,,Topic,,"%Name thinks %Name saw someone like that over at the Council Club, just across from the Silt Strider."
,,,,,,,,,,,,,,,,,,,,id_125841119448226631,,,,,,,Topic,,I don't know anyone like that.
,,,,,,,,,,,,,,,,,,,,id_272469058115119097,,,,,,,Topic,,"Sure. We're citizens. We don't have much choice, do we?"
,,,,,,,,,,,,,,,,,,,,id_5531764882358186,,,,,,,Topic,,"The Dunmer of House Hlaalu are generally proud to be citizens of the Empire. Oh, we complain about the taxes and bureaucrats and greedy merchants like everyone else, but being part of the Empire means free trade and prosperity, and we like that. Other Dunmer -- Houses Redoran and Telvanni, devout Temple-goers, Ashlanders -- are less enthusiastic about the Empire and Imperial control of Morrowind."
,,,,,,,,,,,,,,,,,,,,id_20393240772285922730,,,,,,,Topic,,"We've had peace and prosperity in Morrowind under the Empire for centuries. It's a government by law, and the Legions enforce that law. The Empire has free trade and free religion, so we're rich in pockets and in spirit. Yes, there is corruption. Yes, there are crimes and criminals. Yes, the rich get richer, and the poor poorer. But overall, things are pretty good."
,,,,,,,,,,,,,,,,,,,,id_137691047816744248,,,,,,,Topic,,"The rocky, rugged archipelago of the northeast is also sparsely populated. Most of the population is gathered in the high uplands and fertile river valleys of central Morrowind, especially around the Inland Sea. The island of Vvardenfel is dominated by the titanic volcano Red Mountain and its associated ash wastelands; most of the island's population is confined to the relatively hospitable west and southwest coast."
,,,,,,,,,,,,,,,,,,,,id_3248109761802924673,,,,,,,Topic,,"Morrowind is the northeastmost province of the Tamrielic Empire, bounded on the north and east by the Sea of Ghosts, on the west by Skyrim, on the southwest by Cyrodiil (also known as the Imperial Province), and on the south by Black Marsh (also known as Argonia). The southeast is a warm coastal plain with broad cultivated areas and marshes and swamps similar to those found in Black Marsh. The west and south-central region is mountainous and sparsely populated."
,,,,,,,,,,,,,,,,,,,,id_920286171626610011,,,,,,,Topic,,"The rocky, rugged archipelago of the northeast is also sparsely populated. Most of the population is gathered in the high uplands and fertile river valleys of central Morrowind, especially around the Inland Sea. The island of Vvardenfel is dominated by the titanic volcano Red Mountain and its associated ash wastelands; most of the island's population is confined to the relatively hospitable west and southwest coast."
,,,,,,,,,,,,,,,,,,,,id_2518461387288412,,,,,,,Topic,,"Morrowind is the northeastmost province of the Tamrielic Empire, bounded on the north and east by the Sea of Ghosts, on the west by Skyrim, on the southwest by Cyrodiil (also known as the Imperial Province), and on the south by Black Marsh (also known as Argonia). The southeast is a warm coastal plain with broad cultivated areas and marshes and swamps similar to those found in Black Marsh. The west and south-central region is mountainous and sparsely populated."
,,,,,,,,,,,,,,,,,,,,id_15284121912814218564,,,,,,,Topic,,"The island of Vvardenfell, in north-central Morrowind, is known for the giant volcano Red Mountain and its ash wastes. Most of the Vvardenfell's population is squeezed into the green southwest coast."
,,,,,,,,,,,,,,,,,,,,id_25355302342074520181,,,,,,,Topic,,The Caldera Mining Company owns the mine.
,,,,,,,,,,,,,,,,,,,,id_160433899625714058,,,,,,,Topic,,The Caldera Mine Company is chartered by the Emperor to extract ebony ore from rich underground deposits here.
,,,,,,,,,,,,,,,,,,,,id_2142931394263162839,,,,,,,Topic,,"If you are thinking of joining a Great House, study all three Great Houses, and think carefully before you join, because once you've joined one house, no other house will ever consider you for membership. Loyalty is very important in the Great Houses. When you join, you become family, and, by Dunmer standards, it's a matter of blood and kin, and irreversible. Even if you get kicked out of one house, no other house will have you."
,,,,,,,,,,,,,,,,,,,,id_2675219955228016329,,,,,,,Topic,,"Loyalty is very important in the Great Houses. When you join, you become family, and, by Dunmer standards, it's a matter of blood and kin, and irreversible. Even if you get kicked out of one house, no other house will have you."
,,,,,,,,,,,,,,,,,,,,id_3249159522603331824,,,,,,,Topic,,"If you are thinking of joining a Great House, study all three Great Houses, and think carefully before you join, because once you've joined one house, no other house will ever consider you for membership."
,,,,,,,,,,,,,,,,,,,,id_31782276272790210013,,,,,,,Topic,,"That's how we punish crimes in Morrowind. We collect fines, and compensation is paid to the injured party or his kin. Don't pay the fine? Then do hard labor."
,,,,,,,,,,,,,,,,,,,,id_967483371183231512,,,,,,,Topic,,"The punishment for criminals in Morrowind is typically fines and compensation. The fines are collected by the state; the compensation goes to the injured party or his kin. That may sound like a sweet deal -- kill an enemy, then pay the fine -- but folks who have enough money to pay such fines are almost always House lords, and House Wars customs means the Great House of the victim usually buys a writ with the Morag Tong to assassinate the murderer. So murderers pay, and THEN they get killed, too."
,,,,,,,,,,,,,,,,,,,,id_5275104151157219106,,,,,,,Topic,,"You are now a %PCRank in the Thieves Guild. Welcome, sister %PCName. Talk to me when you want some odd jobs to do and when you think you're ready for advancement. If you have a price on your head, there are those you can talk to as well."
,,,,,,,,,,,,,,,,,,,,id_292531804432634565,,,,,,,Topic,,"You are now a %PCRank in the Thieves Guild. Welcome, brother %PCName. Talk to me when you want some odd jobs to do and when you think you're ready for advancement. If you have a price on your head, there are those you can talk to as well."
,,,,,,,,,,,,,,,,,,,,id_2498952861388531122,,,,,,,Topic,,"Just remember there *is* honor among thieves. Do not steal from a brother thief. Everyone else is a mark. Do not attack a brother thief. Do what you will to everyone else. If you have a price on your head, we have ways of taking care of it. If you break these rules, you must speak with one of the Masterminds here in Vvardenfell to regain your good standing. Think you can handle it?"
,,,,,,,,,,,,,,,,,,,,id_2255723662294042287,,,,,,,Topic,,"Hmmm. Whatever you say, chum. But we'll keep our eyes on you."
,,,,,,,,,,,,,,,,,,,,id_2082524636989628815,,,,,,,Topic,,Got any friends here? Thought not.
,,,,,,,,,,,,,,,,,,,,id_2791429210669120524,,,,,,,Topic,,"You really screwed the netch this time, but I may be able to pull some strings... If you make amends."
,,,,,,,,,,,,,,,,,,,,id_3222514357912418028,,,,,,,Topic,,"You're already a %PCRank in the Thieves Guild, %PCName."
,,,,,,,,,,,,,,,,,,,,id_2739375643256517662,,,,,,,Topic,,You look like you may have some skill... You want to join? Or maybe you want to know what we're all about.
,,,,,,,,,,,,,,,,,,,,id_87143819197936888,,,,,,,Topic,,"We have our standards, %PCRace, and you do not meet them."
,,,,,,,,,,,,,,,,,,,,id_1207973371095927775,,,,,,,Topic,,"Don't you already belong, sister %PCName?"
,,,,,,,,,,,,,,,,,,,,id_190293224615110637,,,,,,,Topic,,"Don't you already belong, brother %PCName?"
,,,,,,,,,,,,,,,,,,,,id_28722210552542225114,,,,,,,Topic,,You want Big Helende. She runs this place. Can't miss her.
,,,,,,,,,,,,,,,,,,,,id_1012427822486532450,,,,,,,Topic,,"Alright, you want to go to Dirty Muriel's and talk with Big Helende. She'll tell you what's what."
,,,,,,,,,,,,,,,,,,,,id_14086255392457720151,,,,,,,Topic,,Aengoth the Jeweler is the mer you want.
,,,,,,,,,,,,,,,,,,,,id_2809290792622916185,,,,,,,Topic,,"Oh, no Thieves Guild here in Ald'ruhn, no ser. But maybe you should check for yourself over at the Rat in the Pot."
,,,,,,,,,,,,,,,,,,,,id_1513217763048120821,,,,,,,Topic,,Talk to Sugar-Lips.
,,,,,,,,,,,,,,,,,,,,id_1537992043127627951,,,,,,,Topic,,"Tell you what. Why not visit the South Wall Cornerclub in Balmora? Spend some time there, ask around. If people like what they see, maybe you'll learn something."
,,,,,,,,,,,,,,,,,,,,id_29105304272092326474,,,,,,,Topic,,"Hm. Maybe we could use you. Why not visit the South Wall Cornerclub? Spend some time there, ask around. Maybe you'll learn something."
,,,,,,,,,,,,,,,,,,,,id_21008195143051312326,,,,,,,Topic,,Maybe we could use you. Talk to Gentleman Jim Stacey in Simine Fralinie's shop?
,,,,,,,,,,,,,,,,,,,,id_2162127882539027671,,,,,,,Topic,,"You are now a %NextPCRank in the Imperial Cult. Welcome, %PCName, to our community, and may your rejoice in its blessings. Can I tell you about our services? Or, if you can donate more time and effort, would you like to become a lay servant?"
,,,,,,,,,,,,,,,,,,,,id_72131109139413990,,,,,,,Topic,,"You are now a %NextPCRank in the Imperial Cult. Welcome, %PCName, to our community, and may your rejoice in its blessings. Can I tell you about our services? Or, if you can donate more time and effort, would you like to become a lay servant?"
,,,,,,,,,,,,,,,,,,,,id_25257250481672719256,,,,,,,Topic,,At present you don't have the one-time pledge of 50 gold that we require. We'll be pleased to reconsider your request when you have the gold.
